id	code	name_es	name_en	level	parent_id	level	Sp Length	En Length	name_short_es	name_short_en	sp short len	en short len
518	7613	Trabajadores del vidrio y similares	Glass workers and similar	4digit	667		35	25	Trabajadores del vidrio y similares	Glass workers and similar	35	25
519	7614	Trabajadores en la elaboración de productos de hueso, concha, coral y similares	Workers in the manufacture of bone, shell, coral products and similar	4digit	667		79	69			0	0
520	79	Otros trabajadores artesanales, no clasificados anteriormente	Other craftsmen not included above	2digit	562		61	34		Other craftsmen not included above	0	34
521	799	Otros trabajadores artesanales, no clasificados anteriormente	Other craftsmen not included above	3digit	677		61	34		Other craftsmen not included above	0	34
522	7999	Otros trabajadores artesanales, no clasificados anteriormente	Other craftsmen not included above	4digit	678		61	34		Other craftsmen not included above	0	34
523	8	Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte	Industrial machinery operators, assemblers, chauffeurs and transport drivers	1digit			88	76			0	0
524	81	Operadores de instalaciones y maquinaria industrial	Operators of facilities and industrial machinery	2digit	680		51	48	Operadores de instalaciones y maquinaria industrial	Operators of facilities and industrial machinery	51	48
525	810	Supervisores de operadores de maquinaria industrial	Supervisors of industrial machinery operators	3digit	682		51	45	Supervisores de operadores de maquinaria industrial	Supervisors of industrial machinery operators	51	45
526	8101	Supervisores de operadores de maquinaria industrial	Supervisors of industrial machinery operators	4digit	683		51	45	Supervisores de operadores de maquinaria industrial	Supervisors of industrial machinery operators	51	45
527	811	Operadores de máquinas y equipos para la extracción en minas, canteras y pozos	Operators of machines and equipment for mine, quarry and well extraction	3digit	682		78	72			0	0
528	8111	Operadores de máquinas y equipos para la extracción y beneficio en minas y canteras	Operators of machines and equipment for mine, quarry and well extraction and benefit	4digit	685		83	84			0	0
529	8112	Operadores de máquinas y equipos para la extracción en pozos petroleros	Operators of machines and equipment for oil well extraction	4digit	685		71	59		Operators of machines and equipment for oil well extraction	0	59
530	8113	Operadores de máquinas y equipos para la captación, bombeo y distribución de agua	Operators of machines and equipment for water collection, pumping and distribution	4digit	685		81	82			0	0
531	8114	Operadores de equipos portátiles especializados para la construcción	Operators of portable equipments specialized for construction	4digit	685		68	61			0	0
532	812	Operadores de máquinas y equipos en la fabricación metalúrgica, fabricación de maquinaria y productos metálicos	Operators of machines and equipments in the steel manufacture, machinery manufacture and metal products	3digit	682		111	103			0	0
533	8121	Operadores de hornos metalúrgicos, coladores y laminadores y operadores de máquinas trefiladoras y estiradoras de metales	Operators of steel furnace, strainer and rolling mill operators and drawing machine and metal stretching operators	4digit	692		121	114			0	0
534	8122	Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metal	Operators of polisher, galvanization and metal coater machines	4digit	692		72	62			0	0
535	8123	Operadores de máquinas que cortan, perforan, doblan, troquelan, sueldan, etc., piezas y productos metálicos	Operators of cutting, drilling, bending, marking and welding machines, metal pieces and products	4digit	692		107	96			0	0
536	813	Operadores de máquinas y equipos en la elaboración de productos químicos, plásticos, tratamiento de agua y petroquímica	Operators of machines and equipments for the manufacture of chemical, plastic products, water treatment and oil-chemical	3digit	682		119	120			0	0
537	8131	Operadores de máquinas para la elaboración de productos químicos	Operators of machines for the manufacture of chemical products	4digit	700		64	62			0	0
538	8132	Operadores de máquinas para la elaboración de productos farmacéuticos y cosméticos	Operators of machines for the manufacture of pharmaceutical and cosmetic products	4digit	700		82	81			0	0
539	8133	Operadores de máquinas para la elaboración y ensamble de productos de plástico y hule	Operators of machines for the manufacture and assembly of plastic and oilcloth products	4digit	700		85	87			0	0
540	8134	Operadores de máquinas para el tratamiento de agua	Operators of machines for water treatment	4digit	700		50	41	Operadores de máquinas para el tratamiento de agua	Operators of machines for water treatment	50	41
541	8135	Operadores de máquinas y equipos para la refinación del petróleo y gas	Operators of machines and equipment for oil and gas refining	4digit	700		70	60		Operators of machines and equipment for oil and gas refining	0	60
542	814	Operadores de máquinas para la madera y papel	Operators of machines for wood and paper	3digit	682		45	40	Operadores de máquinas para la madera y papel	Operators of machines for wood and paper	45	40
543	8141	Operadores de máquinas para el tratamiento de la madera y elaboración de aglomerados y triplay	Operators of machines for wood treatment and manufacture of hardboard and plywood	4digit	709		94	81		Operators of machines for wood treatment and manufactures	0	57
544	8142	Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre y similares	Operators of machines for the manufacture of wooden, reed, wicker products, and similar	4digit	709		93	87		Operators of machines for wood and reed products	0	48
545	8143	Operadores de máquinas en la elaboración de celulosa, papel y similares	Operators of machines for the manufacture of cellulose, paper and similar	4digit	709		71	73		Operators of machines for the manufacture of paper	0	50
546	8144	Operadores de máquinas para la impresión y encuadernación	Operators of machines for printing and bookbinding	4digit	709		57	50	Operadores de máquinas para la impresión y encuadernación	Operators of machines for printing and bookbinding	57	50
547	8145	Operadores de máquinas para la elaboración de productos a base de papel y cartón	Operators of machines for the manufacture of products based on paper and carton	4digit	709		80	79		Operators of machines for the manufacture of paper products	0	59
548	815	Operadores de máquinas y equipos en la elaboración de productos textiles, cuero y piel	Operators of machines and equipments for the manufacture of textile, leather and fur products	3digit	682		86	93		Operators of machines for textiles, leather and fur	0	51
549	8151	Operadores de máquinas y equipos de hilar y bobinar fibras textiles naturales y sintéticas	Operators of machines and equipments for spinning and threading natural and synthetic textile fibers	4digit	720		90	100		Operators of machines for spinning and threading fibers	0	55
550	8152	Operadores de máquinas para fabricar tejidos de punto, telas y alfombras	Operators of machines to manufacture knitting, fabrics and carpets	4digit	720		72	66		Operators of machines for knitting, fabrics and carpets	0	55
551	8153	Operadores de máquinas de costura, bordado y de corte para la confección de productos textiles y prendas de vestir	Operators of machines for sewing, embroidering and cutting for the creation of textile products and clothing	4digit	720		114	108		Operators of machines for sewing, embroidering and cutting	0	58
552	8154	Operadores de máquinas en el tratamiento del cuero, piel y la elaboración de calzado	Operators of machines for the treatment of leather, fur and shoe-making	4digit	720		84	71		Operators of machines for treatment of leather, fur & shoes	0	59
553	8155	Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles, cuero, piel y similares	Operators of machines for laundering, whitening, dying, stamping, plush, ironing and finish of textile products, leather, fur and similar	4digit	720		139	137		Operators of machines for laundering, whitening and dying	0	57
554	816	Operadores de máquinas en la elaboración de alimentos, bebidas y tabaco	Operators of machines for the manufacture of food, beverage and tobacco	3digit	682		71	71		Operators of machines for food, beverage and tobacco	0	52
555	8161	Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias	Operators of machines for the manufacture of food, oils, fats, salt and spices	4digit	731		86	78		Operators of machines for food, oils, fats, salt and spices	0	59
556	8162	Operadores de máquinas en la elaboración de tabaco	Operators of machines for the manufacture of tobacco	4digit	731		50	52	Operadores de máquinas en la elaboración de tabaco	Operators of machines for the manufacture of tobacco	50	52
557	8163	Operadores de máquinas en la elaboración de bebidas alcohólicas y no alcohólicas	Operators of machines for the manufacture of beverages with and without alcohol	4digit	731		80	79		Operators of machines for beverages inc alcoholic	0	49
558	817	Operadores de máquinas en la elaboración de cemento y productos de cerámica, vidrio y similares	Operators of machines for the manufacture of cement and ceramic products, glass and similar	3digit	682		95	91		Operators of machines for cement, ceramic products & glass	0	58
559	8171	Operadores de máquinas en la elaboración de cemento, cal, yeso y productos de cemento	Operators of machines for the manufacture of cement, lime and cement products	4digit	737		85	77		Operators of machines for cement, lime and cement products	0	58
560	8172	Operadores de máquinas en la elaboración de productos de cerámica, mosaico, azulejo y similares	Operators of machines for the manufacture of ceramic, mosaic, tiles and similar	4digit	737		95	79		Operators of machines for ceramic, mosaic, tiles and similar	0	60
561	8173	Operadores de máquinas en la elaboración de vidrio y productos de vidrio y similares	Operators of machines for the manufacture of glass and glass products and similar	4digit	737		84	81		Operators of machines for glass and glass products	0	50
562	818	Operadores de máquinas para la generación de energía	Operators of machines for power generation	3digit	682		52	42	Operadores de máquinas para la generación de energía	Operators of machines for power generation	52	42
563	8181	Operadores de máquinas e instalaciones para la generación de energía	Operators of machines for power generation	4digit	745		68	42		Operators of machines for power generation	0	42
564	819	Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente	Other operators of facilities and industrial fixed machinery not included above	3digit	682		93	79		Other operators of facilities & industrial fixed machinery	0	58
565	8199	Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente	Other operators of facilities and industrial fixed machinery not included above	4digit	747		93	79		Other operators of facilities & industrial fixed machinery	0	58
566	82	Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos	Assemblers and installers of tools, machinery, metal and electronic products	2digit	680		90	76		Assemblers & installers of machinery, & electronic products	0	59
567	820	Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos	Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products	3digit	753		113	101		Supervisors in assembly of machinery & electronic products	0	58
568	8201	Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos	Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products	4digit	755		113	101		Supervisors in assembly of machinery & electronic products	0	58
569	821	Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos	Assemblers and installers of tools, machinery, metal and electronic products	3digit	753		90	76		Assemblers of tools, machinery, metal & electronic products	0	59
570	8211	Ensambladores y montadores de herramientas, maquinaria y productos metálicos	Assemblers and installers of tools, machinery and metal products	4digit	759		76	64		Assemblers and installers of machinery and metal products	0	57
571	8212	Ensambladores y montadores de partes eléctricas y electrónicas	Assemblers and installers of electric and electronic parts	4digit	759		62	58		Assemblers and installers of electric and electronic parts	0	58
572	83	Conductores de transporte y de maquinaria móvil	Transport and mobile machinery drivers	2digit	680		47	38	Conductores de transporte y de maquinaria móvil	Transport and mobile machinery drivers	47	38
573	830	Supervisores de conductores de transporte y de maquinaria móvil	Supervisors of transport and mobile machinery drivers	3digit	764		63	53		Supervisors of transport and mobile machinery drivers	0	53
574	8301	Supervisores de conductores de transporte y de maquinaria móvil	Supervisors of transport and mobile machinery drivers	4digit	765		63	53		Supervisors of transport and mobile machinery drivers	0	53
575	831	Conductores de transporte aéreo	Aerial transport operators	3digit	764		31	26	Conductores de transporte aéreo	Aerial transport operators	31	26
576	8311	Pilotos de aviación	Pilots	4digit	767		19	6	Pilotos de aviación	Pilots	19	6
577	832	Conductores de transporte marítimo	Sea transport operators	3digit	764		34	23	Conductores de transporte marítimo	Sea transport operators	34	23
578	8321	Capitanes y conductores de transporte marítimo	Sea transport captains and operators	4digit	769		46	36	Capitanes y conductores de transporte marítimo	Sea transport captains and operators	46	36
579	8322	Oficiales y marineros de cubierta y prácticos	Deck sailors and officers and practice	4digit	769		45	38	Oficiales y marineros de cubierta y prácticos	Deck sailors and officers and practice	45	38
580	8323	Oficiales maquinistas de transporte marítimo	Engineer officers of sea transport	4digit	769		44	34	Oficiales maquinistas de transporte marítimo	Engineer officers of sea transport	44	34
581	8324	Conductores de pequeñas embarcaciones (lanchas, botes, trajineras, etcétera)	Operators of small vessels (speedboats, boats, canoes, etc.)	4digit	769		76	60		Operators of small vessels (speedboats, boats, canoes, etc.)	0	60
582	833	Conductores de transporte en vías férreas	Transport operators for railway	3digit	764		41	31	Conductores de transporte en vías férreas	Transport operators for railway	41	31
583	8331	Conductores de transporte en vías férreas (tren, metro y tren ligero)	Transport operators for railway (train, subway and light train)	4digit	775		69	63		Transport operators for railway (train, subway, light train)	0	60
584	834	Conductores de transporte terrestre con motor	Drivers for ground transport with engine	3digit	764		45	40	Conductores de transporte terrestre con motor	Drivers for ground transport with engine	45	40
585	8341	Conductores de camiones, camionetas y automóviles de carga	Drivers for trucks, vans and cargo automobile	4digit	777		58	45	Conductores de camiones, camionetas y automóviles de carga	Drivers for trucks, vans and cargo automobile	58	45
586	8342	Conductores de autobuses, camiones, camionetas, taxis y automóviles de pasajeros	Drivers for buses, trucks, vans, taxis and passenger automobile	4digit	777		80	63		Drivers for buses, trucks, vans, taxis and passenger auto	0	57
587	8343	Choferes en casas particulares	Chauffeurs in private houses	4digit	777		30	28	Choferes en casas particulares	Chauffeurs in private houses	30	28
588	8344	Conductores de motocicleta	Motorcycle driver	4digit	777		26	17	Conductores de motocicleta	Motorcycle driver	26	17
589	8349	Otros conductores de transporte terrestre con motor, no clasificados anteriormente	Other drivers for ground transport with engine not included above	4digit	777		82	65		Other drivers for ground transport with engine not included	0	59
590	835	Conductores de maquinaria móvil	Mobile machinery drivers	3digit	764		31	24	Conductores de maquinaria móvil	Mobile machinery drivers	31	24
591	8351	Conductores de maquinaria móvil para la construcción y minería	Drivers for mobile machinery used in construction and mining	4digit	785		62	60		Drivers for mobile machinery used in construction and mining	0	60
592	8352	Conductores de maquinaria móvil para el movimiento de mercancías en fábricas, puertos, comercios, etcétera.	Drivers for mobile machinery used to move goods at factories, harbors, shops, etc.	4digit	785		107	82		Drivers for moving machinery at factories, harbors, shops	0	57
593	89	Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente	Other operators of industry machinery, assemblers and transport drivers not included above	2digit	680		115	90		Operators of machinery, assemblers & transport drivers	0	54
594	899	Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente	Other operators of industry machinery, assemblers and transport drivers not included above	3digit	791		115	90		Operators of machinery, assemblers & transport drivers	0	54
595	8999	Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente	Other operators of industry machinery, assemblers and transport drivers not included above	4digit	793		115	90		Operators of machinery, assemblers & transport drivers	0	54
596	9	Trabajadores en actividades elementales y de apoyo	Workers in basic and support activities	1digit			50	39	Trabajadores en actividades elementales y de apoyo	Workers in basic and support activities	50	39
597	91	Trabajadores de apoyo en actividades agropecuarias, forestales, pesca y caza	Support workers in agricultural, forest, fishing and hunting activities	2digit	797		76	71		Workers in agricultural, forest, fishing & hunting	0	50
598	911	Trabajadores de apoyo en actividades agropecuarias	Support workers in agricultural activities	3digit	798		50	42	Trabajadores de apoyo en actividades agropecuarias	Support workers in agricultural activities	50	42
599	9111	Trabajadores de apoyo en actividades agrícolas	Support workers in agrarian activities	4digit	799		46	38	Trabajadores de apoyo en actividades agrícolas	Support workers in agrarian activities	46	38
600	9112	Trabajadores de apoyo en actividades ganaderas	Support workers in livestock activities	4digit	799		46	39	Trabajadores de apoyo en actividades ganaderas	Support workers in livestock activities	46	39
601	9113	Trabajadores de apoyo que realizan actividades agrícolas y ganaderas	Support workers in agricultural and livestock activities	4digit	799		68	56		Support workers in agricultural and livestock activities	0	56
602	912	Trabajadores de apoyo en actividades forestales, pesca y caza	Support workers in forest, fishing and hunting activities	3digit	798		61	57		Support workers in forest, fishing and hunting activities	0	57
603	9121	Trabajadores de apoyo en actividades silvícolas y forestales	Support workers in forestry and forest activities	4digit	803		60	49	Trabajadores de apoyo en actividades silvícolas y forestales	Support workers in forestry and forest activities	60	49
604	9122	Trabajadores de apoyo en actividades de acuicultura y pesca	Support workers in aquaculture and fishing activities	4digit	803		59	53	Trabajadores de apoyo en actividades de acuicultura y pesca	Support workers in aquaculture and fishing activities	59	53
605	9123	Trabajadores de apoyo en actividades de caza y captura	Support workers in hunting and capture activities	4digit	803		54	49	Trabajadores de apoyo en actividades de caza y captura	Support workers in hunting and capture activities	54	49
606	9124	Recolectores de leña y acarreadores de agua	Wood collectors and water carriers	4digit	803		43	34	Recolectores de leña y acarreadores de agua	Wood collectors and water carriers	43	34
607	92	Trabajadores de apoyo en la minería, construcción e industria	Support workers in mining, construction and industry	2digit	797		61	52		Support workers in mining, construction and industry	0	52
608	921	Trabajadores de apoyo en la minería y extracción	Support workers in mining and extraction	3digit	808		48	40	Trabajadores de apoyo en la minería y extracción	Support workers in mining and extraction	48	40
609	9211	Trabajadores de apoyo en la minería	Support workers in mining	4digit	809		35	25	Trabajadores de apoyo en la minería	Support workers in mining	35	25
610	9212	Trabajadores de apoyo en la extracción	Support workers in extraction	4digit	809		38	29	Trabajadores de apoyo en la extracción	Support workers in extraction	38	29
611	922	Trabajadores de apoyo en la construcción y la plomería	Support workers in construction and plumber	3digit	808		54	43	Trabajadores de apoyo en la construcción y la plomería	Support workers in construction and plumber	54	43
612	9221	Trabajadores de apoyo en la construcción	Support workers in construction	4digit	812		40	31	Trabajadores de apoyo en la construcción	Support workers in construction	40	31
613	9222	Trabajadores de apoyo en plomería e instalación de tuberías	Support workers in plumber and piping installation	4digit	812		59	50	Trabajadores de apoyo en plomería e instalación de tuberías	Support workers in plumber and piping installation	59	50
614	923	Trabajadores de apoyo en la industria	Support workers in industry	3digit	808		37	27	Trabajadores de apoyo en la industria	Support workers in industry	37	27
615	9231	Trabajadores de apoyo en la elaboración, reparación y mantenimiento mecánico de equipos, maquinaria y productos de metal y de precisión	Support workers in the manufacture, repair and mechanical maintenance of equipments, machinery and metal and precision products	4digit	815		135	127		Workers in the maintenance of machinery & precision products	0	60
616	9232	Trabajadores de apoyo en la industria eléctrica, electrónica y comunicaciones	Support workers in the electric, electronic and communication industry	4digit	815		77	70		Workers in the electric, electronic & communication industry	0	60
617	9233	Trabajadores de apoyo en la industria química, petroquímica y plásticos	Support workers in the chemical, oil-chemical and plastic industry	4digit	815		71	66		Workers in the chemical, oil-chemical and plastic industry	0	58
618	9234	Trabajadores de apoyo en la industria de la madera, papel y cartón	Support workers in the wood, paper and carton industry	4digit	815		66	54		Support workers in the wood, paper and carton industry	0	54
619	9235	Trabajadores de apoyo en la industria textil y del zapato	Support workers in the textile and shoe industry	4digit	815		57	48	Trabajadores de apoyo en la industria textil y del zapato	Support workers in the textile and shoe industry	57	48
620	9236	Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco	Support workers in the food, beverages and tobacco products industry	4digit	815		81	68		Workers in the food, beverages and tobacco products industry	0	60
621	9237	Trabajadores de apoyo en la industria de la cerámica, vidrio y similares	Support workers in the ceramic and glass industry and similar	4digit	815		72	61		Workers in the ceramic and glass industry and similar	0	53
622	9239	Trabajadores de apoyo en la industria, no clasificados anteriormente	Support workers in industry not included above	4digit	815		68	46		Support workers in industry not included above	0	46
623	93	Ayudantes de conductores de transporte, conductores de transporte de tracción humana y animal y cargadores	Auxiliaries of transport drivers, human and animal traction transport and loaders	2digit	797		106	81		Transport drivers, human & animal traction transport	0	52
624	931	Ayudantes de conductores de transporte	Auxiliaries of transport drivers	3digit	829		38	32	Ayudantes de conductores de transporte	Auxiliaries of transport drivers	38	32
625	9311	Ayudantes de conductores de transporte terrestre con motor	Auxiliaries of drivers for ground transport with engine	4digit	831		58	55	Ayudantes de conductores de transporte terrestre con motor	Auxiliaries of drivers for ground transport with engine	58	55
626	9312	Ayudantes de conductores de transporte en vías férreas	Auxiliaries of transport operators for railway	4digit	831		54	46	Ayudantes de conductores de transporte en vías férreas	Auxiliaries of transport operators for railway	54	46
627	932	Conductores de transporte en bicicleta y animal	Drivers for bicycle and animal transport	3digit	829		47	40	Conductores de transporte en bicicleta y animal	Drivers for bicycle and animal transport	47	40
628	9321	Conductores de vehículos de transporte en bicicleta	Drivers for bicycle transport vehicles	4digit	834		51	38	Conductores de vehículos de transporte en bicicleta	Drivers for bicycle transport vehicles	51	38
629	9322	Conductores de transporte de tracción animal (carretas, arrieros, etcétera)	Drivers for animal traction transport (carriages, muleteer, etc.)	4digit	834		75	65		Drivers for animal traction transport (carriages)	0	49
630	933	Cargadores	Loaders	3digit	829		10	7	Cargadores	Loaders	10	7
631	9331	Cargadores	Loaders	4digit	837		10	7	Cargadores	Loaders	10	7
632	9332	Cargadores por propina	Loaders with tip	4digit	837		22	16	Cargadores por propina	Loaders with tip	22	16
633	94	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	2digit	797		40	38	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	40	38
634	941	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	3digit	840		40	38	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	40	38
635	9411	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	4digit	841		40	38	Ayudantes en la preparación de alimentos	Auxiliaries in the preparation of food	40	38
636	95	Vendedores ambulantes	Street vendors	2digit	797		21	14	Vendedores ambulantes	Street vendors	21	14
637	951	Vendedores ambulantes (excluyendo los de venta de alimentos)	Street vendors (excluding those selling food)	3digit	843		60	45	Vendedores ambulantes (excluyendo los de venta de alimentos)	Street vendors (excluding those selling food)	60	45
638	9511	Vendedores ambulantes de periódicos y lotería	Street vendors of newspaper and lottery	4digit	844		45	39	Vendedores ambulantes de periódicos y lotería	Street vendors of newspaper and lottery	45	39
639	9512	Vendedores ambulantes de artículos diversos (excluyendo los de venta de alimentos)	Street vendors of different articles (excluding those selling food)	4digit	844		82	67		Street vendors of different articles (excluding food)	0	53
640	952	Vendedores ambulantes de alimentos	Street vendors of food	3digit	843		34	22	Vendedores ambulantes de alimentos	Street vendors of food	34	22
641	9521	Preparadores y vendedores ambulantes de alimentos	Street vendors manufacturing food	4digit	848		49	33	Preparadores y vendedores ambulantes de alimentos	Street vendors manufacturing food	49	33
642	96	Trabajadores domésticos, de limpieza, planchadores y otros trabajadores de limpieza	Domestic workers, cleaning workers, ironing workers and other cleaning workers	2digit	797		83	78		Domestic workers, cleaning workers, ironing workers	0	51
643	960	Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos	Supervisors of cleaning, housekeepers, butlers and at parking lots	3digit	850		74	66		Supervisors of cleaning, housekeepers, and butlers	0	50
644	9601	Supervisores en limpieza, amas de llaves, mayordomos y en estacionamientos	Supervisors of cleaning, housekeepers, butlers and at parking lots	4digit	852		74	66		Supervisors of cleaning, housekeepers, and butlers	0	50
645	961	Trabajadores domésticos	Domestic workers	3digit	850		23	16	Trabajadores domésticos	Domestic workers	23	16
646	9611	Trabajadores domésticos	Domestic workers	4digit	855		23	16	Trabajadores domésticos	Domestic workers	23	16
647	962	Trabajadores de limpieza, recamaristas, mozos de limpieza y limpiadores de calzado	Clean-up workers, maids, clean-up waiters and shoe cleaners	3digit	850		82	59		Clean-up workers, maids, clean-up waiters and shoe cleaners	0	59
648	9621	Barrenderos y trabajadores de limpieza (excepto en hoteles y restaurantes)	Sweepers and clean-up workers (except in hotels and restaurants)	4digit	857		74	64		Sweepers and clean-up workers (except in hotels/restaurants)	0	60
649	9622	Recamaristas y camaristas	Maids	4digit	857		25	5	Recamaristas y camaristas	Maids	25	5
650	9623	Mozos de hotel y restaurante	Hotel and restaurant waiters	4digit	857		28	28	Mozos de hotel y restaurante	Hotel and restaurant waiters	28	28
651	9624	Limpiadores de calzado	Shoe cleaners	4digit	857		22	13	Limpiadores de calzado	Shoe cleaners	22	13
652	963	Lavadores y cuidadores de vehículos	Vehicle washers and watchers	3digit	850		35	28	Lavadores y cuidadores de vehículos	Vehicle washers and watchers	35	28
653	9631	Lavadores de vehículos en establecimientos	Vehicle washers in establishments	4digit	866		42	33	Lavadores de vehículos en establecimientos	Vehicle washers in establishments	42	33
654	9632	Lavadores de vehículos en vía pública	Vehicle washers in the street	4digit	866		37	29	Lavadores de vehículos en vía pública	Vehicle washers in the street	37	29
655	9633	Cuidadores y acomodadores de autos en estacionamientos	Vehicle keepers and parking drivers	4digit	866		54	35	Cuidadores y acomodadores de autos en estacionamientos	Vehicle keepers and parking drivers	54	35
656	9634	Cuidadores de autos por propina	Vehicle keepers for tip	4digit	866		31	23	Cuidadores de autos por propina	Vehicle keepers for tip	31	23
657	964	Lavanderos y planchadores	Laundry workers and ironing workers	3digit	850		25	35	Lavanderos y planchadores	Laundry workers and ironing workers	25	35
658	9641	Lavanderos en establecimientos	Laundry workers in establishments	4digit	871		30	33	Lavanderos en establecimientos	Laundry workers in establishments	30	33
659	9642	Planchadores y tintoreros en establecimientos	Ironing workers and dry cleaners in establishments	4digit	871		45	50	Planchadores y tintoreros en establecimientos	Ironing workers and dry cleaners in establishments	45	50
660	9643	Lavanderos y planchadores domésticos	Domestic laundry workers and ironing workers	4digit	871		36	44	Lavanderos y planchadores domésticos	Domestic laundry workers and ironing workers	36	44
661	965	Ayudantes de jardineros	Gardener auxiliaries	3digit	850		23	20	Ayudantes de jardineros	Gardener auxiliaries	23	20
662	9651	Ayudantes de jardineros	Gardener auxiliaries	4digit	875		23	20	Ayudantes de jardineros	Gardener auxiliaries	23	20
663	966	Recolectores de desechos, material reciclable y otros materiales	Collectors of waste, recyclable material and other materials	3digit	850		64	60		Collectors of waste, recyclable material and other materials	0	60
664	9661	Recolectores de basura y material reciclable	Collectors of waste and recyclable materials	4digit	877		44	44	Recolectores de basura y material reciclable	Collectors of waste and recyclable materials	44	44
665	9662	Clasificadores de desechos	Waste classifiers	4digit	877		26	17	Clasificadores de desechos	Waste classifiers	26	17
666	9663	Recolectores de otros materiales	Collectors of other materials	4digit	877		32	29	Recolectores de otros materiales	Collectors of other materials	32	29
667	97	Trabajadores de paquetería, de apoyo para espectáculos y repartidores de mercancías	Workers for packaging activities, auxiliaries for shows and delivery of goods	2digit	797		83	77		Workers for packaging activities, and delivery of goods	0	55
668	971	Trabajadores de paquetería, empacado y de apoyo para espectáculos	Workers for packaging, packing and auxiliaries for shows,	3digit	881		65	57		Workers for packaging, packing and auxiliaries for shows,	0	57
669	9711	Trabajadores de paquetería, maleteros y botones de hotel	Workers for packaging, porters and bellhop	4digit	883		56	42	Trabajadores de paquetería, maleteros y botones de hotel	Workers for packaging, porters and bellhop	56	42
670	9712	Empacadores de objetos y mercancías	Object and goods packers	4digit	883		35	24	Empacadores de objetos y mercancías	Object and goods packers	35	24
671	9713	Trabajadores de apoyo a la realización de espectáculos, deportes y en parques de diversiones	Support workers for shows, sports and amusement parks	4digit	883		92	53		Support workers for shows, sports and amusement parks	0	53
672	972	Trabajadores repartidores de mensajería y mercancías (a pie y en bicicleta)	Workers for the delivery of packages and goods (on foot and bicycle)	3digit	881		75	68		Workers for the delivery of packages (on foot and bicycle)	0	58
673	9721	Carteros (a pie y en bicicleta)	Mailmen (on foot and bicycle)	4digit	888		31	29	Carteros (a pie y en bicicleta)	Mailmen (on foot and bicycle)	31	29
674	9722	Repartidores de mensajería (a pie y en bicicleta) y mandaderos	Package delivery workers (on foot and bicycle) and errand workers	4digit	888		62	65		Package delivery and errand workers (on foot and bicycle)	0	57
675	9723	Repartidores de mercancías (a pie y en bicicleta)	Goods delivery workers (on foot and bicycle)	4digit	888		49	44	Repartidores de mercancías (a pie y en bicicleta)	Goods delivery workers (on foot and bicycle)	49	44
676	973	Lecturistas de medidores, recolectores de dinero y elevadoristas	Meter readers, money collectors and elevator operators	3digit	881		64	54		Meter readers, money collectors and elevator operators	0	54
677	9731	Lecturistas de medidores	Meter readers	4digit	892		24	13	Lecturistas de medidores	Meter readers	24	13
678	9732	Recolectores de dinero	Money collectors	4digit	892		22	16	Recolectores de dinero	Money collectors	22	16
679	9733	Elevadoristas y ascensoristas	Elevator operators and lift operators	4digit	892		29	37	Elevadoristas y ascensoristas	Elevator operators and lift operators	29	37
680	98	Otros trabajadores en actividades elementales y de apoyo, no clasificados anteriormente	Other workers in basic and support activities not included above	2digit	797		87	64		Other workers in basic and support activities not included	0	58
681	989	Otros trabajadores en actividades elementales y de apoyo, no clasificados anteriormente	Other workers in basic and support activities not included above	3digit	896		87	64		Other workers in basic and support activities not included	0	58
682	9899	Otros trabajadores en actividades elementales y de apoyo, no clasificados anteriormente	Other workers in basic and support activities not included above	4digit	898		87	64		Other workers in basic and support activities not included	0	58
683	99	Ocupaciones no especificadas	Unspecified activities	2digit	797		28	22	Ocupaciones no especificadas	Unspecified activities	28	22
684	999	Ocupaciones no especificadas	Unspecified activities	3digit	904		28	22	Ocupaciones no especificadas	Unspecified activities	28	22
685	9999	Ocupaciones no especificadas	Unspecified activities	4digit	905		28	22	Ocupaciones no especificadas	Unspecified activities	28	22
