"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
1188,"51-4110","broad_occupation","Tool and Die Makers","Tool and Die Makers","","Tool and Die Makers","Tool and Die Makers",1161.0
1189,"51-4111","detailed_occupation","Tool and Die Makers","Fabricadores de Herramientas y Troqueles","Fabricadores de Herramientas y Troqueles","Tool and Die Makers","Tool and Die Makers",1188.0
1190,"51-4120","broad_occupation","Welding, Soldering, and Brazing Workers","Welding, Soldering, and Brazing Workers","","Welding, Soldering, and Brazing Workers","Welding, Soldering, and Brazing Workers",1161.0
1191,"51-4121","detailed_occupation","Welders, Cutters, Solderers, and Brazers","Soldadores, Cortadores, Estañadores y Soldadores de Latón","Soldadores, Cortadores, Estañadores y Soldadores de Latón","Welders, Cutters, Solderers, and Brazers","Welders, Cutters, Solderers, and Brazers",1190.0
1192,"51-4122","detailed_occupation","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Soldadura de Metal, Estaño y Latón","Preparadores, Operadores y Encargados de Máquinas de Soldadura de Metal, Estaño y Latón","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",1190.0
1193,"51-4190","broad_occupation","Miscellaneous Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers","","Miscellaneous Metal Workers and Plastic Workers","Miscellaneous Metal Workers and Plastic Workers",1161.0
1194,"51-4191","detailed_occupation","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Preparadores, Operadores y Encargados de Equipo de Tratamiento Térmico, Metal y Plástico","Preparadores, Operadores y Encargados de Equipo de Tratamiento Térmico, Metal y Plástico","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",1193.0
1195,"51-4192","detailed_occupation","Layout Workers, Metal and Plastic","Trazadores, Metal y Plástico","Trazadores, Metal y Plástico","Layout Workers, Metal and Plastic","Layout Workers, Metal and Plastic",1193.0
1196,"51-4193","detailed_occupation","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Preparadores, Operadores y Encargados de Máquina de Enchapado y Revestido, Metal y Plástico","Preparadores, Operadores y Encargados de Máquina de Enchapado y Revestido, Metal y Plástico","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",1193.0
1197,"51-4194","detailed_occupation","Tool Grinders, Filers, and Sharpeners","Rectificadores, Limadores y Afiladores de Herramientas","Rectificadores, Limadores y Afiladores de Herramientas","Tool Grinders, Filers, and Sharpeners","Tool Grinders, Filers, and Sharpeners",1193.0
1198,"51-4199","detailed_occupation","Metal Workers and Plastic Workers, All Other","Todos los Demás Trabajadores Relacionados con la Producción de Metal y Plástico","Todos los Demás Trabajadores Relacionados con la Producción de Metal y Plástico","Metal Workers and Plastic Workers, All Other","Metal Workers and Plastic Workers, All Other",1193.0
1199,"51-5100","minor_group","Printing Workers","Printing Workers","","Printing Workers","Printing Workers",1129.0
1200,"51-5110","broad_occupation","Printing Workers","Printing Workers","","Printing Workers","Printing Workers",1199.0
1201,"51-5111","detailed_occupation","Prepress Technicians and Workers","Técnicos y Trabajadores de Preimpresión","Técnicos y Trabajadores de Preimpresión","Prepress Technicians and Workers","Prepress Technicians and Workers",1200.0
1202,"51-5112","detailed_occupation","Printing Press Operators","Operadores de Máquina de Impresión","Operadores de Máquina de Impresión","Printing Press Operators","Printing Press Operators",1200.0
1203,"51-5113","detailed_occupation","Print Binding and Finishing Workers","Trabajadores de Encuadernación y Acabado de Imprenta","Trabajadores de Encuadernación y Acabado de Imprenta","Print Binding and Finishing Workers","Print Binding and Finishing Workers",1200.0
1204,"51-6000","minor_group","Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers","","Textile, Apparel, and Furnishings Workers","Textile, Apparel, and Furnishings Workers",1129.0
1205,"51-6010","broad_occupation","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers","","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers",1204.0
1206,"51-6011","detailed_occupation","Laundry and Dry-Cleaning Workers","Trabajadores de Lavandería y Tintorería","Trabajadores de Lavandería y Tintorería","Laundry and Dry-Cleaning Workers","Laundry and Dry-Cleaning Workers",1205.0
1207,"51-6020","broad_occupation","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials","","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",1204.0
1208,"51-6021","detailed_occupation","Pressers, Textile, Garment, and Related Materials","Planchadores Textiles, de Indumentaria y Materiales Relacionados","Planchadores Textiles, de Indumentaria y Materiales Relacionados","Pressers, Textile, Garment, and Related Materials","Pressers, Textile, Garment, and Related Materials",1207.0
1209,"51-6030","broad_occupation","Sewing Machine Operators","Sewing Machine Operators","","Sewing Machine Operators","Sewing Machine Operators",1204.0
1210,"51-6031","detailed_occupation","Sewing Machine Operators","Operadores de Máquinas de Coser","Operadores de Máquinas de Coser","Sewing Machine Operators","Sewing Machine Operators",1209.0
1211,"51-6040","broad_occupation","Shoe and Leather Workers","Shoe and Leather Workers","","Shoe and Leather Workers","Shoe and Leather Workers",1204.0
1212,"51-6041","detailed_occupation","Shoe and Leather Workers and Repairers","Trabajadores y Reparadores de Calzado y Cuero","Trabajadores y Reparadores de Calzado y Cuero","Shoe and Leather Workers and Repairers","Shoe and Leather Workers and Repairers",1211.0
1213,"51-6042","detailed_occupation","Shoe Machine Operators and Tenders","Operadores y Encargados de Máquinas de Calzado","Operadores y Encargados de Máquinas de Calzado","Shoe Machine Operators and Tenders","Shoe Machine Operators and Tenders",1211.0
1214,"51-6050","broad_occupation","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Sewers","","Tailors, Dressmakers, and Sewers","Tailors, Dressmakers, and Sewers",1204.0
1215,"51-6051","detailed_occupation","Sewers, Hand","Costureros Manuales","Costureros Manuales","Sewers, Hand","Sewers, Hand",1214.0
1216,"51-6052","detailed_occupation","Tailors, Dressmakers, and Custom Sewers","Sastres, Modistos y Costureros a Medida","Sastres, Modistos y Costureros a Medida","Tailors, Dressmakers, and Custom Sewers","Tailors, Dressmakers, and Custom Sewers",1214.0
1217,"51-6060","broad_occupation","Textile Machine Setters, Operators, and Tenders","Textile Machine Setters, Operators, and Tenders","","Textile Machine Setters, Operators, and Tenders","Textile Machine Setters, Operators, and Tenders",1204.0
1218,"51-6061","detailed_occupation","Textile Bleaching and Dyeing Machine Operators and Tenders","Operadores y Encargados de Máquinas Textiles de Blanqueado y Teñido","Operadores y Encargados de Máquinas Textiles de Blanqueado y Teñido","Textile Bleaching and Dyeing Machine Operators and Tenders","Textile Bleaching and Dyeing Machine Operators and Tenders",1217.0
1219,"51-6062","detailed_occupation","Textile Cutting Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas Textiles de Corte","Preparadores, Operadores y Encargados de Máquinas Textiles de Corte","Textile Cutting Machine Setters, Operators, and Tenders","Textile Cutting Machine Setters, Operators, and Tenders",1217.0
1220,"51-6063","detailed_occupation","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas Textiles de Tejido y Tramado","Preparadores, Operadores y Encargados de Máquinas Textiles de Tejido y Tramado","Textile Knitting and Weaving Machine Setters, Operators, and Tenders","Textile Knitting and Weaving Machine Setters, Operators, and Tenders",1217.0
1221,"51-6064","detailed_occupation","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas Textiles de Devanado, Torsión y Cardado","Preparadores, Operadores y Encargados de Máquinas Textiles de Devanado, Torsión y Cardado","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",1217.0
1222,"51-6090","broad_occupation","Miscellaneous Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers","","Miscellaneous Textile, Apparel, and Furnishings Workers","Miscellaneous Textile, Apparel, and Furnishings Workers",1204.0
1223,"51-6091","detailed_occupation","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Preparadores, Operadores y Encargados de Máquinas de Extrusión y Moldeado de Fibras Sintéticas y de Vidrio","Preparadores, Operadores y Encargados de Máquinas de Extrusión y Moldeado de Fibras Sintéticas y de Vidrio","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",1222.0
1224,"51-6092","detailed_occupation","Fabric and Apparel Patternmakers","Modelistas de Telas e Indumentaria","Modelistas de Telas e Indumentaria","Fabric and Apparel Patternmakers","Fabric and Apparel Patternmakers",1222.0
1225,"51-6093","detailed_occupation","Upholsterers","Tapiceros","Tapiceros","Upholsterers","Upholsterers",1222.0
1226,"51-6099","detailed_occupation","Textile, Apparel, and Furnishings Workers, All Other","Todos los Demás Trabajadores Textiles, de Indumentaria y Accesorios","Todos los Demás Trabajadores Textiles, de Indumentaria y Accesorios","Textile, Apparel, and Furnishings Workers, All Other","Textile, Apparel, and Furnishings Workers, All Other",1222.0
1227,"51-7000","minor_group","Woodworkers","Woodworkers","","Woodworkers","Woodworkers",1129.0
1228,"51-7010","broad_occupation","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters","","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",1227.0
1229,"51-7011","detailed_occupation","Cabinetmakers and Bench Carpenters","Ebanistas y Carpinteros de Banco","Ebanistas y Carpinteros de Banco","Cabinetmakers and Bench Carpenters","Cabinetmakers and Bench Carpenters",1228.0
1230,"51-7020","broad_occupation","Furniture Finishers","Furniture Finishers","","Furniture Finishers","Furniture Finishers",1227.0
1231,"51-7021","detailed_occupation","Furniture Finishers","Ebanistas Encargados del Acabado de Muebles","Ebanistas Encargados del Acabado de Muebles","Furniture Finishers","Furniture Finishers",1230.0
1232,"51-7030","broad_occupation","Model Makers and Patternmakers, Wood","Model Makers and Patternmakers, Wood","","Model Makers and Patternmakers, Wood","Model Makers and Patternmakers, Wood",1227.0
1233,"51-7031","detailed_occupation","Model Makers, Wood","Fabricadores de Modelos, Madera","Fabricadores de Modelos, Madera","Model Makers, Wood","Model Makers, Wood",1232.0
1234,"51-7032","detailed_occupation","Patternmakers, Wood","Fabricadores de Patrones, Madera","Fabricadores de Patrones, Madera","Patternmakers, Wood","Patternmakers, Wood",1232.0
1235,"51-7040","broad_occupation","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders","","Woodworking Machine Setters, Operators, and Tenders","Woodworking Machine Setters, Operators, and Tenders",1227.0
1236,"51-7041","detailed_occupation","Sawing Machine Setters, Operators, and Tenders, Wood","Preparadores, Operadores y Encargados de Máquinas Aserradoras de Madera","Preparadores, Operadores y Encargados de Máquinas Aserradoras de Madera","Sawing Machine Setters, Operators, and Tenders, Wood","Sawing Machine Setters, Operators, and Tenders, Wood",1235.0
1237,"51-7042","detailed_occupation","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Preparadores, Operadores y Encargados de Máquinas de Ebanistería y Carpintería, Excepto Aserradoras","Preparadores, Operadores y Encargados de Máquinas de Ebanistería y Carpintería, Excepto Aserradoras","Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Woodworking Machine Setters, Operators, and Tenders, Except Sawing",1235.0
1238,"51-7090","broad_occupation","Miscellaneous Woodworkers","Miscellaneous Woodworkers","","Miscellaneous Woodworkers","Miscellaneous Woodworkers",1227.0
1239,"51-7099","detailed_occupation","Woodworkers, All Other","Todos los Demás Trabajadores de Ebanistería y Carpintería","Todos los Demás Trabajadores de Ebanistería y Carpintería","Woodworkers, All Other","Woodworkers, All Other",1238.0
1240,"51-8000","minor_group","Plant and System Operators","Plant and System Operators","","Plant and System Operators","Plant and System Operators",1129.0
1241,"51-8010","broad_occupation","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators, Distributors, and Dispatchers","","Power Plant Operators, Distributors, and Dispatchers","Power Plant Operators, Distributors, and Dispatchers",1240.0
1242,"51-8011","detailed_occupation","Nuclear Power Reactor Operators","Operadores de Reactor de Energía Nuclear","Operadores de Reactor de Energía Nuclear","Nuclear Power Reactor Operators","Nuclear Power Reactor Operators",1241.0
1243,"51-8012","detailed_occupation","Power Distributors and Dispatchers","Distribuidores y Despachadores de Energía","Distribuidores y Despachadores de Energía","Power Distributors and Dispatchers","Power Distributors and Dispatchers",1241.0
1244,"51-8013","detailed_occupation","Power Plant Operators","Operadores de Planta de Energía Eléctrica","Operadores de Planta de Energía Eléctrica","Power Plant Operators","Power Plant Operators",1241.0
1245,"51-8020","broad_occupation","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators","","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",1240.0
1246,"51-8021","detailed_occupation","Stationary Engineers and Boiler Operators","Operadores de Caldera y Mecánicos de Maquinaria Fija","Operadores de Caldera y Mecánicos de Maquinaria Fija","Stationary Engineers and Boiler Operators","Stationary Engineers and Boiler Operators",1245.0
1247,"51-8030","broad_occupation","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators","","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",1240.0
1248,"51-8031","detailed_occupation","Water and Wastewater Treatment Plant and System Operators","Operadores de Planta y Sistema de Tratamiento de Aguas y Aguas Residuales","Operadores de Planta y Sistema de Tratamiento de Aguas y Aguas Residuales","Water and Wastewater Treatment Plant and System Operators","Water and Wastewater Treatment Plant and System Operators",1247.0
1249,"51-8090","broad_occupation","Miscellaneous Plant and System Operators","Miscellaneous Plant and System Operators","","Miscellaneous Plant and System Operators","Miscellaneous Plant and System Operators",1240.0
1250,"51-8091","detailed_occupation","Chemical Plant and System Operators","Operadores de Planta y Sistema de Procesos Químicos","Operadores de Planta y Sistema de Procesos Químicos","Chemical Plant and System Operators","Chemical Plant and System Operators",1249.0
1251,"51-8092","detailed_occupation","Gas Plant Operators","Operadores de Planta de Gas","Operadores de Planta de Gas","Gas Plant Operators","Gas Plant Operators",1249.0
1252,"51-8093","detailed_occupation","Petroleum Pump System Operators, Refinery Operators, and Gaugers","Operadores de Sistema de Bombeo de Petróleo, Operadores de Refinería y Calibradores","Operadores de Sistema de Bombeo de Petróleo, Operadores de Refinería y Calibradores","Petroleum Pump System Operators, Refinery Operators, and Gaugers","Petroleum Pump System Operators, Refinery Operators, and Gaugers",1249.0
1253,"51-8099","detailed_occupation","Plant and System Operators, All Other","Todos los Demás Operadores de Planta y Sistema","Todos los Demás Operadores de Planta y Sistema","Plant and System Operators, All Other","Plant and System Operators, All Other",1249.0
1254,"51-9000","minor_group","Other Production Occupations","Other Production Occupations","","Other Production Occupations","Other Production Occupations",1129.0
1255,"51-9010","broad_occupation","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Processing Machine Setters, Operators, and Tenders","","Chemical Processing Machine Setters, Operators, and Tenders","Chemical Processing Machine Setters, Operators, and Tenders",1254.0
1256,"51-9011","detailed_occupation","Chemical Equipment Operators and Tenders","Operadores y Encargados de Equipo Químico","Operadores y Encargados de Equipo Químico","Chemical Equipment Operators and Tenders","Chemical Equipment Operators and Tenders",1255.0
1257,"51-9012","detailed_occupation","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Separación, Filtro, Depuración, Precipitación y Destilación","Preparadores, Operadores y Encargados de Máquinas de Separación, Filtro, Depuración, Precipitación y Destilación","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",1255.0
1258,"51-9020","broad_occupation","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, Polishing, Mixing, and Blending Workers","","Crushing, Grinding, Polishing, Mixing, and Blending Workers","Crushing, Grinding, Polishing, Mixing, and Blending Workers",1254.0
1259,"51-9021","detailed_occupation","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Molido, Trituración y Pulido","Preparadores, Operadores y Encargados de Máquinas de Molido, Trituración y Pulido","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders","Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1258.0
1260,"51-9022","detailed_occupation","Grinding and Polishing Workers, Hand","Trabajadores de Molido y Pulido Manual","Trabajadores de Molido y Pulido Manual","Grinding and Polishing Workers, Hand","Grinding and Polishing Workers, Hand",1258.0
1261,"51-9023","detailed_occupation","Mixing and Blending Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Mezcla y Licuado","Preparadores, Operadores y Encargados de Máquinas de Mezcla y Licuado","Mixing and Blending Machine Setters, Operators, and Tenders","Mixing and Blending Machine Setters, Operators, and Tenders",1258.0
1262,"51-9030","broad_occupation","Cutting Workers","Cutting Workers","","Cutting Workers","Cutting Workers",1254.0
1263,"51-9031","detailed_occupation","Cutters and Trimmers, Hand","Cortadores y Rebanadores Manuales","Cortadores y Rebanadores Manuales","Cutters and Trimmers, Hand","Cutters and Trimmers, Hand",1262.0
1264,"51-9032","detailed_occupation","Cutting and Slicing Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Cortar y Rebanar","Preparadores, Operadores y Encargados de Máquinas de Cortar y Rebanar","Cutting and Slicing Machine Setters, Operators, and Tenders","Cutting and Slicing Machine Setters, Operators, and Tenders",1262.0
1265,"51-9040","broad_occupation","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1254.0
1266,"51-9041","detailed_occupation","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Extrusión, Moldeado, Prensado y Compactación","Preparadores, Operadores y Encargados de Máquinas de Extrusión, Moldeado, Prensado y Compactación","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1265.0
1267,"51-9050","broad_occupation","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1254.0
1268,"51-9051","detailed_occupation","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Operadores y Encargados de Quemadores, Incineradores, Hornos, Estufas, Secadoras y Calderos","Operadores y Encargados de Quemadores, Incineradores, Hornos, Estufas, Secadoras y Calderos","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1267.0
1269,"51-9060","broad_occupation","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers","","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",1254.0
1270,"51-9061","detailed_occupation","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectores, Examinadores, Clasificadores, Tomadores de Muestras y Pesadores","Inspectores, Examinadores, Clasificadores, Tomadores de Muestras y Pesadores","Inspectors, Testers, Sorters, Samplers, and Weighers","Inspectors, Testers, Sorters, Samplers, and Weighers",1269.0
1271,"51-9070","broad_occupation","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers","","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",1254.0
1272,"51-9071","detailed_occupation","Jewelers and Precious Stone and Metal Workers","Joyeros y Trabajadores de Piedras y Metales Preciosos","Joyeros y Trabajadores de Piedras y Metales Preciosos","Jewelers and Precious Stone and Metal Workers","Jewelers and Precious Stone and Metal Workers",1271.0
1273,"51-9080","broad_occupation","Medical, Dental, and Ophthalmic Laboratory Technicians","Medical, Dental, and Ophthalmic Laboratory Technicians","","Medical, Dental, and Ophthalmic Laboratory Technicians","Medical, Dental, and Ophthalmic Laboratory Technicians",1254.0
1274,"51-9081","detailed_occupation","Dental Laboratory Technicians","Técnicos de Laboratorio Dental","Técnicos de Laboratorio Dental","Dental Laboratory Technicians","Dental Laboratory Technicians",1273.0
1275,"51-9082","detailed_occupation","Medical Appliance Technicians","Técnicos de Aparatos Médicos","Técnicos de Aparatos Médicos","Medical Appliance Technicians","Medical Appliance Technicians",1273.0
1276,"51-9083","detailed_occupation","Ophthalmic Laboratory Technicians","Técnicos de Laboratorio Oftálmico","Técnicos de Laboratorio Oftálmico","Ophthalmic Laboratory Technicians","Ophthalmic Laboratory Technicians",1273.0
1277,"51-9110","broad_occupation","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders","","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders",1254.0
1278,"51-9111","detailed_occupation","Packaging and Filling Machine Operators and Tenders","Operadores y Encargados de Máquinas de Empaque y Envasado","Operadores y Encargados de Máquinas de Empaque y Envasado","Packaging and Filling Machine Operators and Tenders","Packaging and Filling Machine Operators and Tenders",1277.0
1279,"51-9120","broad_occupation","Painting Workers","Painting Workers","","Painting Workers","Painting Workers",1254.0
1280,"51-9121","detailed_occupation","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Revestir, Pintar y Rociar","Preparadores, Operadores y Encargados de Máquinas de Revestir, Pintar y Rociar","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders","Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",1279.0
1281,"51-9122","detailed_occupation","Painters, Transportation Equipment","Pintores de Equipo de Transporte","Pintores de Equipo de Transporte","Painters, Transportation Equipment","Painters, Transportation Equipment",1279.0
1282,"51-9123","detailed_occupation","Painting, Coating, and Decorating Workers","Trabajadores de Pintura, Esmaltado y Decoración","Trabajadores de Pintura, Esmaltado y Decoración","Painting, Coating, and Decorating Workers","Painting, Coating, and Decorating Workers",1279.0
1283,"51-9140","broad_occupation","Semiconductor Processors","Semiconductor Processors","","Semiconductor Processors","Semiconductor Processors",1254.0
1284,"51-9141","detailed_occupation","Semiconductor Processors","Procesadores de Semiconductores","Procesadores de Semiconductores","Semiconductor Processors","Semiconductor Processors",1283.0
1285,"51-9150","broad_occupation","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators","","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators",1254.0
1286,"51-9151","detailed_occupation","Photographic Process Workers and Processing Machine Operators","Trabajadores de Proceso Fotográfico y Operadores de Máquina de Procesamiento Fotográfico","Trabajadores de Proceso Fotográfico y Operadores de Máquina de Procesamiento Fotográfico","Photographic Process Workers and Processing Machine Operators","Photographic Process Workers and Processing Machine Operators",1285.0
1287,"51-9190","broad_occupation","Miscellaneous Production Workers","Miscellaneous Production Workers","","Miscellaneous Production Workers","Miscellaneous Production Workers",1254.0
1288,"51-9191","detailed_occupation","Adhesive Bonding Machine Operators and Tenders","Operadores y Encargados de Máquinas de Cemento Adhesivo","Operadores y Encargados de Máquinas de Cemento Adhesivo","Adhesive Bonding Machine Operators and Tenders","Adhesive Bonding Machine Operators and Tenders",1287.0
1289,"51-9192","detailed_occupation","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Operadores y Encargados de Equipos de Limpieza, Lavado y Decapado Metálico","Operadores y Encargados de Equipos de Limpieza, Lavado y Decapado Metálico","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders","Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",1287.0
1290,"51-9193","detailed_occupation","Cooling and Freezing Equipment Operators and Tenders","Operadores y Encargados de Equipos de Enfriamiento y Congelamiento","Operadores y Encargados de Equipos de Enfriamiento y Congelamiento","Cooling and Freezing Equipment Operators and Tenders","Cooling and Freezing Equipment Operators and Tenders",1287.0
1291,"51-9194","detailed_occupation","Etchers and Engravers","Grabadores y Talladores","Grabadores y Talladores","Etchers and Engravers","Etchers and Engravers",1287.0
1292,"51-9195","detailed_occupation","Molders, Shapers, and Casters, Except Metal and Plastic","Moldeadores, Modeladores y Fundidores, Excepto Metal y Plástico","Moldeadores, Modeladores y Fundidores, Excepto Metal y Plástico","Molders, Shapers, and Casters, Except Metal and Plastic","Molders, Shapers, and Casters, Except Metal and Plastic",1287.0
1293,"51-9196","detailed_occupation","Paper Goods Machine Setters, Operators, and Tenders","Preparadores, Operadores y Encargados de Máquinas de Fabricación de Artículos de Papel","Preparadores, Operadores y Encargados de Máquinas de Fabricación de Artículos de Papel","Paper Goods Machine Setters, Operators, and Tenders","Paper Goods Machine Setters, Operators, and Tenders",1287.0
1294,"51-9197","detailed_occupation","Tire Builders","Trabajadores de Fabricación de Neumáticos","Trabajadores de Fabricación de Neumáticos","Tire Builders","Tire Builders",1287.0
1295,"51-9198","detailed_occupation","Helpers--Production Workers","Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Producción","Ayudantes de Trabajadores de Ocupaciones Relacionadas con la Producción","Helpers--Production Workers","Helpers--Production Workers",1287.0
1296,"51-9199","detailed_occupation","Production Workers, All Other","Todos los Demás Trabajadores de Ocupaciones Relacionadas con la Producción","Todos los Demás Trabajadores de Ocupaciones Relacionadas con la Producción","Production Workers, All Other","Production Workers, All Other",1287.0
1297,"53-0000","major_group","Transportation and Material Moving Occupations","Ocupaciones de Transporte y Traslado de Materiales","","Transportation and Material Moving Occupations","Transportation and Material Moving Occupations",""
1298,"53-1000","minor_group","Supervisors of Transportation and Material Moving Workers","Supervisors of Transportation and Material Moving Workers","","Supervisors of Transportation and Material Moving Workers","Supervisors of Transportation and Material Moving Workers",1297.0
1299,"53-1010","broad_occupation","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors","","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors",1298.0
1300,"53-1011","detailed_occupation","Aircraft Cargo Handling Supervisors","Supervisores de Transporte Aéreo de Carga","Supervisores de Transporte Aéreo de Carga","Aircraft Cargo Handling Supervisors","Aircraft Cargo Handling Supervisors",1299.0
1301,"53-1020","broad_occupation","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1298.0
1302,"53-1021","detailed_occupation","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Supervisores Directos de Ayudantes, Obreros y Acarreadores Manuales de Materiales","Supervisores Directos de Ayudantes, Obreros y Acarreadores Manuales de Materiales","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",1301.0
1303,"53-1030","broad_occupation","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators","First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators",1298.0
