code_col_4dig	division_2dig	prosp_cat	col_ind_name_sp_full	col_ind_name_sp_long	col_ind_name_sp_short	col_ind_name_en_long	col_ind_name_en_short	col_div_name_sp_full	col_div_name_sp_long	col_div_name_sp_short	col_div_name_en_long	col_div_name_en_short	cat_en	cat_sp
6044	60	13	Alquiler de vehículos de carga con conductor	Alquiler de vehículos de carga con conductor	Alquiler de vehículos de carga con conductor	Rental of freight trucks with driver	Rental of freight trucks with driver	Transporte por vía terrestre; transporte por tuberías	Transporte por vía terrestre; transporte por tuberías	Transporte por vía terrestre; transporte por tuberías	Land transport; transport via pipelines	Land transport; transport via pipelines	Transport & Communications	Transporte y Comunicaciones
6050	60	13	Transporte por tuberías	Transporte por tuberías	Transporte por tuberías	Transport via pipelines	Transport via pipelines	Transporte por vía terrestre; transporte por tuberías	Transporte por vía terrestre; transporte por tuberías	Transporte por vía terrestre; transporte por tuberías	Land transport; transport via pipelines	Land transport; transport via pipelines	Transport & Communications	Transporte y Comunicaciones
6111	61	13	Transporte marítimo internacional	Transporte marítimo internacional	Transporte marítimo internacional	International sea transport	International sea transport	Transporte por vía acuática	Transporte por vía acuática	Transporte por vía acuática	Water transport	Water transport	Transport & Communications	Transporte y Comunicaciones
6112	61	13	Transporte marítimo de cabotaje	Transporte marítimo de cabotaje	Transporte marítimo de cabotaje	Sea transport of cabotage	Sea transport of cabotage	Transporte por vía acuática	Transporte por vía acuática	Transporte por vía acuática	Water transport	Water transport	Transport & Communications	Transporte y Comunicaciones
6120	61	13	Transporte fluvial	Transporte fluvial	Transporte fluvial	Inland water transport	Inland water transport	Transporte por vía acuática	Transporte por vía acuática	Transporte por vía acuática	Water transport	Water transport	Transport & Communications	Transporte y Comunicaciones
6211	62	13	Transporte regular nacional de pasajeros por vía aérea	Transporte regular nacional de pasajeros por vía aérea	Transporte regular nacional de pasajeros por vía aérea	Scheduled domestic air transport of passengers	National scheduled air transport of passengers	Transporte por vía aérea	Transporte por vía aérea	Transporte por vía aérea	Air transport	Air transport	Transport & Communications	Transporte y Comunicaciones
6212	62	13	Transporte regular nacional de carga por vía aérea	Transporte regular nacional de carga por vía aérea	Transporte regular nacional de carga por vía aérea	Scheduled domestic air transport of cargo	Domestic scheduled air transport of cargo	Transporte por vía aérea	Transporte por vía aérea	Transporte por vía aérea	Air transport	Air transport	Transport & Communications	Transporte y Comunicaciones
6213	62	13	Transporte regular internacional de pasajeros por vía aérea	Transporte regular internacional de pasajeros por vía aérea	Transporte regular internacional de pasajeros por vía aérea	Scheduled international air transport of passengers	Scheduled international air transport of passengers	Transporte por vía aérea	Transporte por vía aérea	Transporte por vía aérea	Air transport	Air transport	Transport & Communications	Transporte y Comunicaciones
6214	62	13	Transporte regular internacional de carga por vía aérea	Transporte regular internacional de carga por vía aérea	Transporte regular internacional de carga por vía aérea	Scheduled international air transport of cargo	Scheduled international air transport of cargo	Transporte por vía aérea	Transporte por vía aérea	Transporte por vía aérea	Air transport	Air transport	Transport & Communications	Transporte y Comunicaciones
6220	62	13	Transporte no regular por vía aérea	Transporte no regular por vía aérea	Transporte no regular por vía aérea	Non-scheduled air transport	Non-scheduled air transport	Transporte por vía aérea	Transporte por vía aérea	Transporte por vía aérea	Air transport	Air transport	Transport & Communications	Transporte y Comunicaciones
6310	63	13	Manipulación de carga	Manipulación de carga	Manipulación de carga	Cargo handling	Cargo handling	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6320	63	13	Almacenamiento y depósito	Almacenamiento y depósito	Almacenamiento y depósito	Warehousing and storage	Warehousing and storage	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6331	63	13	Actividades de estaciones de transporte terrestre	Actividades de estaciones de transporte terrestre	Actividades de estaciones de transporte terrestre	Activities of land transport stations	Activities of land transport stations	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6332	63	13	Actividades de estaciones de transporte acuático	Actividades de estaciones de transporte acuático	Actividades de estaciones de transporte acuático	Activities of water transport stations	Activities of water transport stations	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6333	63	13	Actividades de aeropuertos	Actividades de aeropuertos	Actividades de aeropuertos	Activities of airports	Activities of airports	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6339	63	13	Otras actividades complementarias del transporte	Otras actividades complementarias del transporte	Otras actividades complementarias del transporte	Other supporting transport activities	Other supporting transport activities	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6340	63	13	Actividades de agencias de viaje y organizadores de viajes; actividades de asistencia a turistas ncp	Actividades de agencias de viaje y organizadores de viajes; actividades de asistencia a turistas ncp	Agencias de viaje y turismo	Activities of travel agencies and tour operators; tourist assistance activities n.e.c.	Travel agencies and tour operators	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6390	63	13	Actividades de otras agencias de transporte	Actividades de otras agencias de transporte	Otras agencias de transporte	Activities of other transport agencies	Activities of other transport agencies	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Actividades complementarias y auxiliares al transporte; actividades de agencias de viajes	Supporting and auxiliary transport activities; activities of travel agencies	Supporting and auxiliary transport activities; activities of travel agencies	Transport & Communications	Transporte y Comunicaciones
6411	64	13	Actividades postales nacionales	Actividades postales nacionales	Actividades postales nacionales	National post activities	National post activities	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6412	64	13	Actividades de correo distintas de las actividades postales nacionales	Actividades de correo distintas de las actividades postales nacionales	Correos, exc. postales nacionales	Courier activities other than national post activities	Courier activities other than national post	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6421	64	13	Servicios telefónicos	Servicios telefónicos	Servicios telefónicos	Telephone services	Telephone services	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6422	64	13	Servicio de transmisión de datos a través de redes	Servicio de transmisión de datos a través de redes	Transmisión de datos a través de redes	Data transmission service over networks	Data transmission service over networks	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6423	64	13	Servicio de transmisión de programas de radio y televisión	Servicio de transmisión de programas de radio y televisión	Transmisión de programas de radio y televisión	Radio and television transmission services	Radio and television transmission services	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6424	64	13	Servicios de transmisión por cable	Servicios de transmisión por cable	Transmisión por cable	Cable transmission services	Cable transmission services	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6425	64	13	Otros servicios de telecomunicaciones	Otros servicios de telecomunicaciones	Otras telecomunicaciones	Other telecommunications services	Other telecommunications services	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6426	64	13	Servicios relacionados con las telecomunicaciones	Servicios relacionados con las telecomunicaciones	Servicios relacionados con las telecomunicaciones	Services related to telecommunications	Services related to telecommunications	Correo y telecomunicaciones	Correo y telecomunicaciones	Correo y telecomunicaciones	Post and telecommunications	Post and telecommunications	Transport & Communications	Transporte y Comunicaciones
6511	65	15	Banca central	Banca central	Banca central	Central banking	Central banking	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6512	65	15	Actividades de los bancos diferentes del banco central	Actividades de los bancos diferentes del banco central	Bancos diferentes del banco central	Activities of banks other than the central bank	Banks other than the central bank	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6513	65	15	Actividades de las corporaciones de ahorro y vivienda	Actividades de las corporaciones de ahorro y vivienda	Corporaciones de ahorro y vivienda	Activities of savings and loan corporations	Savings and loan corporations	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6514	65	15	Actividades de las corporaciones financieras	Actividades de las corporaciones financieras	Corporaciones financieras	Activities of financial corporations	Financial corporations	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6515	65	15	Actividades de las compañías de financiamiento comercial	Actividades de las compañías de financiamiento comercial	Compañías de financiamiento comercial	Activities of commercial finance companies	Commercial finance companies	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6516	65	15	Actividades de las cooperativas de grado superior de carácter financiero	Actividades de las cooperativas de grado superior de carácter financiero	Cooperativas de grado superior de carácter financiero	Activities of cooperatives with higher level financing	Cooperatives with higher level financing	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6519	65	15	Otros tipos de intermediación monetaria ncp	Otros tipos de intermediación monetaria ncp	Otros tipos de intermediación monetaria ncp	Other moneteary intermediation n.e.c.	Other moneteary intermediation n.e.c.	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6591	65	15	Arrendamiento financiero (leasing)	Arrendamiento financiero (leasing)	Arrendamiento financiero (leasing)	Financial leasing	Financial leasing	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6592	65	15	Actividades de las sociedades de fiducia	Actividades de las sociedades de fiducia	Sociedades de fiducia	Activities of trust companies	Activities of trust companies	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6593	65	15	Actividades de las cooperativas financieras y fondos de empleados	Actividades de las cooperativas financieras y fondos de empleados	Cooperativas financieras y fondos de empleados	Activities of financial cooperatives and employee funds	Financial cooperatives and employee funds	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6594	65	15	Actividades de las sociedades de capitalización	Actividades de las sociedades de capitalización	Sociedades de capitalización	Activities of capitalization companies	Activities capitalization companies	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6595	65	15	Actividades de compra de cartera (factoring)	Actividades de compra de cartera (factoring)	Compra de cartera (factoring)	Activities of factoring companies	Activities of factoring companies	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6596	65	15	Otros tipos de crédito	Otros tipos de crédito	Otros tipos de crédito	Other credit granting	Other credit granting	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6599	65	15	Otros tipos de intermediación financiera ncp	Otros tipos de intermediación financiera ncp	Otros intermediarios financieros ncp	Other financial intermediation n.e.c.	Other financial intermediation n.e.c.	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto los seguros y los fondos de pensiones y cesantías	Intermediación financiera, excepto seguros, pensiones y cesantías	Financial intermediation, except insurance and pension funding	Financial intermediation, except insurance and pension funding	Financial & Business Services	Servicios Financieros y Empresariales
6601	66	15	Planes de seguros generales	Planes de seguros generales	Planes de seguros generales	General insurance plans	General insurance plans	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones	Insurance and pension funding, except compulsory social security	Financing of insurance and pension plans	Financial & Business Services	Servicios Financieros y Empresariales
6602	66	15	Planes de seguros de vida	Planes de seguros de vida	Planes de seguros de vida	Life insurance plans	Life insurance plans	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones	Insurance and pension funding, except compulsory social security	Financing of insurance and pension plans	Financial & Business Services	Servicios Financieros y Empresariales
6603	66	15	Planes de reaseguros	Planes de reaseguros	Planes de reaseguros	Reinsurance plans	Reinsurance Plans	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones	Insurance and pension funding, except compulsory social security	Financing of insurance and pension plans	Financial & Business Services	Servicios Financieros y Empresariales
6604	66	15	Planes de pensiones y cesantías	Planes de pensiones y cesantías	Planes de pensiones y cesantías	Pension and severance plans	Pension and severance plans	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones, excepto la seguridad social de afiliación obligatoria	Financiación de planes de seguros y pensiones	Insurance and pension funding, except compulsory social security	Financing of insurance and pension plans	Financial & Business Services	Servicios Financieros y Empresariales
6711	67	15	Administración de mercados financieros	Administración de mercados financieros	Administración de mercados financieros	Administration of financial markets	Administration of financial markets	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6712	67	15	Actividades de las bolsas de valores	Actividades de las bolsas de valores	Bolsas de valores	Activities of stock exchanges	Activities of stock exchanges	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6713	67	15	Actividades de comisionistas y corredores de valores	Actividades de comisionistas y corredores de valores	Comisionistas y corredores de valores	Activities of commission agents and brokers	Activities of commission agents and brokers	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6714	67	15	Otras actividades relacionadas con el mercado de valores	Otras actividades relacionadas con el mercado de valores	Otras actividades relacionadas con el mercado de valores	Other activities related to the stock market	Other activities related to the stock market	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6715	67	15	Actividades de las casas de cambio	Actividades de las casas de cambio	Actividades de las casas de cambio	Activities of money exchange	Activities of money exchange	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6719	67	15	Actividades auxiliares de la intermediación financiera ncp	Actividades auxiliares de la intermediación financiera ncp	Actividades auxiliares de la intermediación financiera ncp	Activities auxiliary to financial intermediation n.e.c.	Activities auxiliary to financial intermediation n.e.c.	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6721	67	15	Actividades auxiliares de los seguros	Actividades auxiliares de los seguros	Actividades auxiliares de los seguros	Activities auxiliary to insurance	Activities auxiliary to insurance	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
6722	67	15	Actividades auxiliares de los fondos de pensiones y cesantías	Actividades auxiliares de los fondos de pensiones y cesantías	Actividades auxiliares de pensiones y cesantías	Activities auxiliary to pension funding	Activities auxiliary to pension funding	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de la intermediación financiera	Actividades auxiliares de intermediación financiera	Activities auxiliary to financial intermediation	Activities auxiliary to financial intermediation	Financial & Business Services	Servicios Financieros y Empresariales
7010	70	15	Actividades inmobiliarias realizadas con bienes propios o arrendados	Actividades inmobiliarias realizadas con bienes propios o arrendados	Actividades inmobiliarias con bienes propios o arrendados	Real estate activities with owned or leased property	Real estate activities with owned or leased property	Actividades inmobiliarias	Actividades inmobiliarias	Actividades inmobiliarias	Real estate activities	Real estate activities	Financial & Business Services	Servicios Financieros y Empresariales
7020	70	15	Actividades inmobiliarias realizadas a cambio de una retribución o por contrata	Actividades inmobiliarias realizadas a cambio de una retribución o por contrata	Actividades inmobiliarias realizadas por comisión	Real estate activities on a fee or contract basis	Real estate activities on a fee or contract basis	Actividades inmobiliarias	Actividades inmobiliarias	Actividades inmobiliarias	Real estate activities	Real estate activities	Financial & Business Services	Servicios Financieros y Empresariales
7111	71	15	Alquiler de equipo de transporte terrestre	Alquiler de equipo de transporte terrestre	Alquiler de equipo de transporte terrestre	Renting of land transport equipment	Renting of land transport equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7112	71	15	Alquiler de equipo de transporte acuático	Alquiler de equipo de transporte acuático	Alquiler de equipo de transporte acuático	Renting of water transport equipment	Renting of water transport equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7113	71	15	Alquiler de equipo de transporte aéreo	Alquiler de equipo de transporte aéreo	Alquiler de equipo de transporte aéreo	Renting of air transport equipment	Renting of air transport equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7121	71	15	Alquiler de maquinaria y equipo agropecuario	Alquiler de maquinaria y equipo agropecuario	Alquiler de maquinaria y equipo agropecuario	Renting of agricultural machinery and equipment	Rental of agricultural machinery and equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7122	71	15	Alquiler de maquinaria y equipo de construcción y de ingeniería civil	Alquiler de maquinaria y equipo de construcción y de ingeniería civil	Alquiler de maquinaria y equipo de construcción	Renting of construction and civil engineering machinery and equipment	Renting of construction machinery and equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7123	71	15	Alquiler de maquinaria y equipo de oficina (incluso computadoras)	Alquiler de maquinaria y equipo de oficina (incluso computadoras)	Alquiler de maquinaria y equipo de oficina	Renting of office machinery and equipment (including computers)	Renting of office machinery and equipment	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7129	71	15	Alquiler de otros tipos de maquinaria y equipo ncp	Alquiler de otros tipos de maquinaria y equipo ncp	Alquiler de otros tipos de maquinaria y equipo ncp	Renting of other machinery and equipment n.e.c.	Renting of other machinery and equipment n.e.c.	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7130	71	15	Alquiler de efectos personales y enseres domésticos ncp	Alquiler de efectos personales y enseres domésticos ncp	Alquiler de enseres domésticos ncp	Renting of personal and household goods n.e.c.	Renting of personal and household goods nec	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y de efectos personales y enseres domésticos	Alquiler de maquinaria y equipo sin operarios y enseres domésticos	Renting of machinery and equipment without operator and of personal and household goods	Renting of machinery and equipment without operator and of household goods	Financial & Business Services	Servicios Financieros y Empresariales
7210	72	15	Consultores en equipo de informática	Consultores en equipo de informática	Consultores en equipo de informática	Computer consultants	Computer consultants	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7220	72	15	Consultores en programas de informática y suministro de programas de informática	Consultores en programas de informática y suministro de programas de informática	Consultores y programas de informática	Software consultancy and supply	Software consultancy and supply	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7230	72	15	Procesamiento de datos	Procesamiento de datos	Procesamiento de datos	Data processing	Data processing	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7240	72	15	Actividades relacionadas con bases de datos	Actividades relacionadas con bases de datos	Actividades relacionadas con bases de datos	Data base activities	Data base activities	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7250	72	15	Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática	Mantenimiento y reparación de maquinaria de oficina, contabilidad e informática	Mantenimiento y reparación de maquinaria de oficina	Maintenance and repair of office machinery	Maintenance and repair of office machinery	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7290	72	15	Otras actividades de informática	Otras actividades de informática	Otras actividades de informática	Other computer related activities	Other computer related activities	Informática y actividades conexas	Informática y actividades conexas	Informática y actividades conexas	Computing and related activities	Computing and related activities	Financial & Business Services	Servicios Financieros y Empresariales
7310	73	15	Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería	Investigación y desarrollo experimental en el campo de las ciencias naturales y la ingeniería	Investigación en ciencias naturales y ingeniería	Research and experimental development on natural sciences and engineering	Research in natural sciences and engineering	Investigación y desarrollo	Investigación y desarrollo	Investigación y desarrollo	Research and development	Research and development	Financial & Business Services	Servicios Financieros y Empresariales
