code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
8487,4digit,"Partes de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo, sin conexiones eléctricas, partes aisladas eléctricamente, bobinados, contactos ni otras características eléctricas.","Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, and not specified or included elsewhere in this chapter:",,,,,,,"Partes de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo, sin conexiones eléctricas, partes aisladas eléctricamente, bobinados, contactos ni otras características eléctricas",84.87
8501,4digit,"Motores y generadores, eléctricos, excepto los grupos electrógenos.",Electric motors and generators (excluding generating sets),"Motores y generadores, eléctricos",Electric motors and generators,,,,Electric motors and generators,"Motores y generadores, eléctricos",85.01
8502,4digit,Grupos electrógenos y convertidores rotativos eléctricos.,Electric generating sets and rotary converters,Grupos electrógenos y convertidores rotativos eléctricos,Electric generating sets and rotary converters,,,,Electric generating sets and rotary converters,Grupos electrógenos y convertidores rotativos eléctricos,85.02
8503,4digit,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 85.01 u 85.02.",Parts suitable for use solely or principally with the machines of heading8501 or 8502:,Partes identificables como destinadas a generadores eléctricos,Parts for use with electric generators,,,,Parts for use with electric generators or converters,Partes identificables como destinadas a generadores eléctricos o convertidores,85.03
8504,4digit,"Transformadores eléctricos, convertidores eléctricos estáticos (por ejemplo, rectificadores) y bobinas de reactancia (autoinducción).","Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof",Transformadores eléctricos,Electrical transformers,,,,Electrical transformers,Transformadores eléctricos,85.04
8505,4digit,"Electroimanes; imanes permanentes y artículos destinados a ser imantados permanentemente; platos, mandriles y dispositivos magnéticos o electromagnéticos similares, de sujeción; acoplamientos, embragues, variadores de velocidad y frenos, electromagnéticos; cabezas elevadoras electromagnéticas.","Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetization;electromagnetic or permanent magnet chucks, clamps and similar holding devices;electromagnetic couplings, clutches and brakes; electromagnetic lifting",Electroimanes,Electromagnets,,,,Electromagnets,Electroimanes,85.05
8506,4digit,"Pilas y baterías de pilas, eléctricas.",Primary cells and primary batteries; parts thereof,"Pilas y baterías de pilas, eléctricas",Primary cells and primary batteries,,,,Primary cells and primary batteries,"Pilas y baterías de pilas, eléctricas",85.06
8507,4digit,"Acumuladores eléctricos, incluidos sus separadores, aunque sean cuadrados o rectangulares.","Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof",Acumuladores eléctricos,Batteries,,,,Electric storage batteries,"Acumuladores eléctricos, incluidos sus separadores y sus partes",85.07
8508,4digit,Aspiradoras.,Vacuum cleaners; parts thereof,Aspiradoras,Vacuum cleaners,,,,Vacuum cleaners,Aspiradoras,85.08
8509,4digit,"Aparatos electromecánicos con motor eléctrico incorporado, de uso doméstico, excepto las aspiradoras de la partida 85.08.","Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof",Aparatos electromecánicos de uso doméstico,Electromechanical domestic appliances,,,,Electromechanical domestic appliances,Aparatos electromecánicos de uso doméstico,85.09
8511,4digit,"Aparatos y dispositivos eléctricos de encendido o de arranque, para motores de encendido por chispa o por compresión (por ejemplo: magnetos, dinamomagnetos, bobinas de encendido, bujías de encendido o calentamiento, motores de arranque); generadores (por ejemplo: dínamos, alternadores) y reguladores disyuntores utilizados con estos motores.","Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, spark plugs and glow plugs, starter motors); generators (for",Aparatos eléctricos de encendido,Electrical ignition equipment,,,,Electrical ignition or starting equipment,Aparatos y dispositivos eléctricos de encendido o de arranque,85.11
8512,4digit,"Aparatos eléctricos de alumbrado o señalización (excepto los artículos de la partida 85.39), limpiaparabrisas, eliminadores de escarcha o vaho, eléctricos, de los tipos utilizados en velocípedos o vehículos automóviles.","Electrical lighting or signaling equipment (excluding articles of heading8539), windshield wipers, defrosters and demisters, of a kind used for cycles or motor vehicles;parts thereof",Aparatos de alumbrado para automóviles,Electrical lighting equipment used for motor vehicles,,,,Electrical lighting or signaling equipment used for motor vehicles,"Aparatos de alumbrado, señalizacion u otros, para automóviles",85.12
8513,4digit,"Lámparas eléctricas portátiles concebidas para funcionar con su propia fuente de energía (por ejemplo: de pilas, acumuladores, electromagnéticas), excepto los aparatos de alumbrado de la partida 85.12.","Portable electric lamps designed to function by their own source of energy (for example, dry batteries, storage batteries, magnetos), other than lighting equipment of heading8512; parts thereof",Lámparas eléctricas portátiles,Portable electric lamps,,,,Portable electric lamps designed to function by their own source of energy,Lámparas eléctricas portátiles,85.13
8514,4digit,"Hornos eléctricos industriales o de laboratorio, incluidos los que funcionen por inducción o pérdidas dieléctricas; los demás aparatos industriales o de laboratorio para tratamiento térmico de materias por inducción o pérdidas dieléctricas.",Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss; parts thereof,Hornos eléctricos industriales,Industrial electric furnaces,,,,Industrial or laboratory electric furnaces,Hornos eléctricos industriales o de laboratorio,85.14
8515,4digit,"Máquinas y aparatos para soldar (aunque puedan cortar), eléctricos (incluidos los de gas calentado eléctricamente), de láser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magnéticos o chorro de plasma; máquinas y aparatos eléctricos para proyectar en caliente metal o cermet.","Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazingor welding machines and apparatus, whether or not capable of cutting; electric machines and appara",Máquinas y aparatos para soldar,Electric soldering machines,,,,Electric laser or other light or photon beam,Máquinas y aparatos para soldar,85.15
8516,4digit,"Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión; aparatos eléctricos para calefacción de espacios o suelos; aparatos electrotérmicos para el cuidado del cabello (por ejemplo: secadores, rizadores, calientatenacillas) o para secar las manos; planchas eléctricas; los demás aparatos electrotérmicos de uso doméstico; resistencias calentadoras, excepto las de la partida 85.45.","Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; elect",Calentadores eléctricos,Electric heaters,,,,Electric instantaneous or storage water heaters,Calentadores eléctricos,85.16
8517,4digit,"Teléfonos, incluidos los teléfonos celulares y los de otras redes inalámbricas; los demás aparatos de transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)), distintos de los aparatos de transmisión o recepción de las partidas 84.43, 85.25, 85.27 u 85.28.","Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data,including apparatus for communication in a wired or wireless network (such as a loc",Telefonos,Telephones,,,,Telephones,Telefonos,85.17
8518,4digit,"Micrófonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes); amplificadores eléctricos de audiofrecuencia; equipos eléctricos para amplificación de sonido.","Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones,whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric ampli",Micrófonos,Microphones,,,,Microphones; loudspeakers; headphones,"Micrófonos, altavoces, auriculares",85.18
8519,4digit,Aparatos de grabación de sonido; aparatos de reproducción de sonido; aparatos de grabación y reproducción de sonido.,Sound recording or reproducing apparatus,Aparatos de grabación de sonido,Sound recording apparatus,,,,Sound recording apparatus,Aparatos de grabación de sonido,85.19
8521,4digit,"Aparatos de grabación o reproducción de imagen y sonido (vídeos), incluso con receptor de señales de imagen y sonido incorporado.","Video recording or reproducing apparatus, whether or not incorporating a video tuner",Aparatos de grabación de vídeos,Video recording apparatus,,,,Video recording apparatus,Aparatos de grabación de vídeos,85.21
8522,4digit,"Partes y accesorios identificables como destinados, exclusiva o principalmente, a los aparatos de las partidas 85.19 u 85.21.",Parts and accessories suitable for use solely or principally with the apparatus of headings 8519 to 8521,Partes y accesorios de equipo de vídeo o sonido,Parts and accessories for video or sound equipment,,,,Parts and accessories for video or sound equipment,Partes y accesorios de equipo de vídeo o sonido,85.22
8523,4digit,"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes (“smart cards”) y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fabricación de discos, excepto los productos del Capítulo 37.","Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37",Soportes para grabar sonido,Sound storage media,,,,"Storage devices, smart cards, discs, tapes etc","Discos, cintas, y demás soportes para grabar sonido",85.23
8525,4digit,"Aparatos emisores de radiodifusión o televisión, incluso con aparato receptor o de grabación o reproducción de sonido incorporado; cámaras de televisión, cámaras fotográficas digitales y videocámaras.","Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders",Aparatos emisores de radiodifusión o televisión,"Transmission apparatus for radio, telephone and TV",,,,"Transmission apparatus for radio, telephone and TV",Aparatos emisores de radiodifusión o televisión,85.25
8526,4digit,"Aparatos de radar, radionavegación o radiotelemando.","Radar apparatus, radio navigational aid apparatus and radio remote control apparatus",Aparatos de radar,Radar,,,,Radar and radio navigational aid apparatus,"Aparatos de radar, radionavegación o radiotelemando",85.26
8527,4digit,"Aparatos receptores de radiodifusión, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj.","Reception apparatus for radio broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock",Aparatos receptores de radiodifusión,Reception apparatus for radio broadcasting,,,,Reception apparatus for radio broadcasting,Aparatos receptores de radiodifusión,85.27
8528,4digit,"Monitores y proyectores, que no incorporen aparato receptor de televisión; aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado.","Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus",Monitores y proyectores,Monitors and projectors,,,,Monitors and projectors; reception apparatus for television,Monitores y proyectores; aparatos receptores de televisión,85.28
8529,4digit,"Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.25 a 85.28.",Parts suitable for use solely or principally with the apparatus of headings8525 to 8528,"Partes de radios, teléfonos, y TVs","Parts of radios, telephones, and T.V.s",,,,"Parts of radios, telephones and TVs","Partes de radios, teléfonos, y TVs",85.29
8531,4digit,"Aparatos eléctricos de señalización acústica o visual (por ejemplo: timbres, sirenas, tableros indicadores, avisadores de protección contra robo o incendio), excepto los de las partidas 85.12 u 85.30.","Electric sound or visual signaling apparatus (for example,bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530;parts thereof",Aparatos eléctricos de señalización acústica o visual,Electric sound or visual signaling apparatus,,,,Electric sound or visual signaling apparatus,Aparatos eléctricos de señalización acústica o visual,85.31
8532,4digit,"Condensadores eléctricos fijos, variables o ajustables.","Electrical capacitors, fixed, variable or adjustable (pre-set); parts thereof",Condensadores eléctricos,Electrical capacitors,,,,Electrical capacitors,"Condensadores eléctricos fijos, variables o ajustables",85.32
8533,4digit,"Resistencias eléctricas, (incluidos reóstatos y potenciómetros), excepto las de calentamiento.","Electrical resistors (including rheostats and potentiometers), other than heating resistors; parts thereof",Resistencias eléctricas,Electrical resistors,,,,Electrical resistors,Resistencias eléctricas,85.33
8534,4digit,Circuitos impresos.,Electronic printed circuits,Circuitos impresos,Electronic printed circuits,,,,Electronic printed circuits,Circuitos impresos,85.34
8535,4digit,"Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tensión, supresores de sobretensión transitoria, tomas de corriente y demás conectores, cajas de empalme), para una tensión superior a 1,000 voltios.","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxe","Aparatos relacionados con circuitos eléctricos, tensión > 1000 voltios",Apparatus protecting electrical circuits for > 1k volts,,,,Apparatus protecting electrical circuits for > 1k volts,"Aparatos relacionados con circuitos eléctricos, tensión superior a 1000 voltios",85.35
8536,4digit,"Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, relés, cortacircuitos, supresores de sobretensión transitoria, clavijas y tomas de corriente (enchufes), portalámparas y demás conectores, cajas de empalme), para una tensión inferior o igual a 1,000 voltios; conectores para fibras ópticas, haces o cables de fibras ópticas.","Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for","Aparatos relacionados con circuitos eléctricos, tensión < 1000 voltios",Apparatus protecting electrical circuits for < 1k volts,,,,Apparatus protecting electrical circuits for < 1k volts,"Aparatos relacionados con circuitos eléctricos, tensión inferior a 1000 voltios",85.36
8537,4digit,"Cuadros, paneles, consolas, armarios y demás soportes equipados con varios aparatos de las partidas 85.35 u 85.36, para control o distribución de electricidad, incluidos los que incorporen instrumentos o aparatos del Capítulo 90, así como los aparatos de control numérico, excepto los aparatos de conmutación de la partida 85.17.","Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri",Cuadros para control o distribución de electricidad,Electrical boards for protecting electrical circuits,,,,Electrical Boards and panels for protecting electrical circuits,"Cuadros, paneles y demás soportes equipados para control o distribución de electricidad",85.37
8538,4digit,"Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.35, 85.36 u 85.37.","Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537",Partes de aparatos relacionados con circuitos eléctricos,Parts for use with apparatus for protecting electrical circuits,,,,Parts for use with apparatus for protecting electrical circuits,Partes de aparatos relacionados con circuitos eléctricos,85.38
8539,4digit,"Lámparas y tubos eléctricos de incandescencia o de descarga, incluidos los faros o unidades “sellados” y las lámparas y tubos de rayos ultravioletas o infrarrojos; lámparas de arco.","Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof",Lámparas y tubos eléctricos de incandescencia,Electrical filament,,,,Electrical filament,Lámparas y tubos eléctricos de incandescencia o de descarga,85.39
8541,4digit,"Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles; diodos emisores de luz; cristales piezoeléctricos montados.","Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof",Dispositivos semiconductores,Semiconductor devices,,,,"Diodes, transistors, semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells","Diodos, transistores y dispositivos semiconductores similares",85.41
8542,4digit,Circuitos electrónicos integrados.,Electronic integrated circuits; parts thereof,Circuitos electrónicos integrados,Electronic integrated circuits,,,,Electronic integrated circuits,Circuitos electrónicos integrados,85.42
8543,4digit,"Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.","Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof",Aparatos eléctricos con función propia n.c.p. ,Electrical machines with individual functions n.e.c.,,,,Electrical machines and apparatus with individual functions not elsewhere specified,"Aparatos eléctricos con función propia, no comprendidos en otra parte",85.43
8544,4digit,"Hilos, cables (incluidos los coaxiales) y demás conductores aislados para electricidad, aunque estén laqueados, anodizados o provistos de piezas de conexión; cables de fibras ópticas constituidos por fibras enfundadas individualmente, incluso con conductores eléctricos incorporados o provistos de piezas de conexión.","Insulated(including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with el",Conductores aislados para electricidad,Insulated electrical wire,,,,Insulated wire; optical fiber cables,"Hilos, cables y demás conductores aislados para electricidad",85.44
8545,4digit,"Electrodos y escobillas de carbón, carbón para lámparas o pilas y demás artículos de grafito u otros carbonos, incluso con metal, para usos eléctricos.","Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes",Artículos de grafito u otros carbonos para usos eléctricos,Carbon articles for eletrical purposes,,,,Carbon electrodes or other articles of graphite or carbon used for electrical purposes,"Artículos de grafito u otros carbonos, incluso con metal, para usos eléctricos",85.45
8546,4digit,Aisladores eléctricos de cualquier materia.,Electrical insulators of any material,Aisladores eléctricos de cualquier materia,Electrical insulators of any material,,,,Electrical insulators of any material,Aisladores eléctricos de cualquier materia,85.46
8547,4digit,"Piezas aislantes totalmente de materia aislante o con simples piezas metálicas de ensamblado (por ejemplo, casquillos roscados) embutidas en la masa, para máquinas, aparatos o instalaciones eléctricas, excepto los aisladores de la partida 85.46; tubos aisladores y sus piezas de unión, de metal común, aislados interiormente.","Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets)incorporated during molding solely for the purposes of assembly, oth",Piezas aislantes para máquinas eléctricas,Insulating fittings for electrical machines,,,,"Insulating fittings for electrical machines, appliances or equipment","Piezas aislantes para máquinas eléctricas, aparatos o equipos",85.47
8548,4digit,"Desperdicios y desechos de pilas, baterías de pilas o acumuladores, eléctricos; pilas, baterías de pilas y acumuladores, eléctricos, inservibles; partes eléctricas de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo.","Waste and scrap of primary cells, primary batteries and electric storage batteries; spent primary cells, spent primary batteries and spent electric storage batteries; electrical parts of machinery or apparatus, not specified or included elsewhere in this","Desperdicios de pilas, baterías",Waste and scrap of batteries,,,,Waste and scrap of batteries; used batteries,"Desperdicios y desechos de pilas, baterías",85.48
8601,4digit,"Locomotoras y locotractores, de fuente externa de electricidad o acumuladores eléctricos.",Rail locomotives powered from an external source of electricity or by electric accumulators (batteries),Locomotoras eléctricas,Electric trains,,,,Rail locomotives powered from electricity,Locomotoras eléctricas,86.01
8602,4digit,Las demás locomotoras y locotractores; ténderes.,Other rail locomotives; locomotive tenders,Las demás locomotoras,Other rail locomotives,,,,Other rail locomotives; locomotive tenders,Las demás locomotoras y locotractores; ténderes,86.02
8603,4digit,"Automotores para vías férreas y tranvías autopropulsados, excepto los de la partida 86.04.","Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604",Automotores para vías férreas,Self-propelled railway coaches,,,,"Self-propelled railway or tramway coaches, vans and trucks",Automotores para vías férreas y tranvías autopropulsados,86.03
8604,4digit,"Vehículos para mantenimiento o servicio de vías férreas o similares, incluso autopropulsados (por ejemplo: vagones taller, vagones grúa, vagones equipados para apisonar balasto, alinear vías, coches para ensayos y vagonetas de inspección de vías).","Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)",Vehículos para servicio de vías férreas,Railway service vehicles,,,,Railway or tramway maintenance or service vehicles,Vehículos para mantenimiento o servicio de vías férreas,86.04
8605,4digit,"Coches de viajeros, furgones de equipajes, coches correo y demás coches especiales, para vías férreas o similares (excepto los coches de la partida 86.04).","Railway or tramway passenger coaches, not self- propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self- propelled (excluding those of heading 8604)",Coches de viajeros para vías férreas,"Railway coaches, not self-propelled",,,,Railway passenger coaches,Coches de viajeros para vías férreas,86.05
8606,4digit,Vagones para transporte de mercancías sobre carriles (rieles).,"Railway or tramway freight cars, not self-propelled",Vagones para transporte de mercancías sobre carriles,"Railway cars, not self-propelled",,,,"Railway freight cars, not self-propelled",Vagones para transporte de mercancías sobre carriles,86.06
8607,4digit,Partes de vehículos para vías férreas o similares.,Parts of railway or tramway locomotives or rolling stock,Partes de vehículos para vías férreas,Parts of railway locomotives,,,,Parts of railway locomotives,Partes de vehículos para vías férreas o similares,86.07
8608,4digit,"Material fijo de vías férreas o similares; aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando para vías férreas o similares, carreteras o vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos; partes.","Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signaling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for",Material fijo de vías férreas,Railway track fixtures,,,,Railway or tramway track fixtures and fittings; safety equipment,Material fijo de vías férreas o similares,86.08
8609,4digit,Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.,Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport,Contenedores especialmente concebidos para uno o varios medios de transporte,Containers for carriage by one or more modes of transport,,,,Containers for carriage by one or more modes of transport,Contenedores especialmente concebidos para uno o varios medios de transporte,86.09
8701,4digit,Tractores (excepto las carretillas tractor de la partida 87.09).,Tractors (other than tractors of heading 8709),Tractores,Tractors,,,,Tractors,Tractores,87.01
8702,4digit,"Vehículos automóviles para el transporte de diez o más personas, incluido el conductor.","Motor vehicles for the transport of ten or more persons, including the driver",Vehículos automóviles para el transporte >10 personas,Motor vehicles for the transport of > 10 persons,,,,Motor vehicles for the transport of > 10 persons,Vehículos automóviles para el transporte de diez o más personas,87.02
8703,4digit,"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 87.02), incluidos los vehículos del tipo familiar (“break” o “station wagon”) y los de carreras.","Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702),including station wagons and racing cars",Coches,Cars,,,,Cars,Coches,87.03
8704,4digit,Vehículos automóviles para el transporte de mercancías.,Motor vehicles for the transport of goods,Vehículos automóviles para el transporte de mercancías,Motor vehicles for transporting goods,,,,Motor vehicles for transporting goods,Vehículos automóviles para el transporte de mercancías,87.04
8705,4digit,"Vehículos automóviles para usos especiales, excepto los concebidos principalmente para transporte de personas o mercancías (por ejemplo: coches para reparaciones (auxilio mecánico), camiones grúa, camiones de bomberos, camiones hormigonera, coches barredera, coches esparcidores, coches taller, coches radiológicos).","Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example,wreckers, mobile cranes, fire fighting vehicles, concrete mixers, road sweepers, spraying vehicles, mobile workshops, mobile radiologi",Vehículos automóviles para usos especiales,Special purpose motor vehicles,,,,Special purpose motor vehicles,Vehículos automóviles para usos especiales,87.05
8706,4digit,"Chasis de vehículos automóviles de las partidas 87.01 a 87.05, equipados con su motor.","Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705:",Chasis de vehículos automóviles equipados con su motor,Vehicle chassis fitted with engines,,,,Vehicle chassis fitted with engines,Chasis de vehículos automóviles equipados con su motor,87.06
8707,4digit,"Carrocerías de vehículos automóviles de las partidas 87.01 a 87.05, incluidas las cabinas.","Bodies (including cabs), for the motor vehicles of headings 8701 to 8705",Carrocerías de vehículos,Vehicle Bodies,,,,Vehicle Bodies,Carrocerías de vehículos,87.07
8708,4digit,Partes y accesorios de vehículos automóviles de las partidas 87.01 a 87.05.,Parts and accessories of the motor vehicles of headings 8701 to 8705,Partes de tractores y vehiculos para usos especiales,Parts of tractors and special purpose vehicles,,,,Parts of tractors and special purpose vehicles,Partes y accesorios de vehículos automóviles,87.08
8709,4digit,"Carretillas automóvil sin dispositivo de elevación de los tipos utilizados en fábricas, almacenes, puertos o aeropuertos, para el transporte de mercancías a corta distancia; carretillas tractor de los tipos utilizados en estaciones ferroviarias; sus partes.","Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories,warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foreg",Carretillas automóviles y tractor,Work trucks,,,,"Works trucks, self-propelled",Carretillas automóviles y tractor,87.09
8711,4digit,"Motocicletas (incluidos los ciclomotores) y velocípedos equipados con motor auxiliar, con “sidecar” o sin él; “sidecares”.","Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars",Motocicletas,Motorcycles,,,,Motorcycles,Motocicletas,87.11
8712,4digit,"Bicicletas y demás velocípedos (incluidos los triciclos de reparto), sin motor.","Bicycles and other cycles (including delivery tricycles), not motorized:",Bicicletas,Bicycles,,,,Bicycles,Bicicletas,87.12
8713,4digit,"Sillones de ruedas y demás vehículos para personas discapacitadas, incluso con motor u otro mecanismo de propulsión.","Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled",Vehículos para personas discapacitadas,Carriages for disabled persons,,,,Carriages for disabled persons,Sillones de ruedas y demás vehículos para personas discapacitadas,87.13
8714,4digit,Partes y accesorios de vehículos de las partidas 87.11 a 87.13.,Parts and accessories of vehicles of headings 8711 to 8713,Partes de motocicletas o carros,Parts of motorcycles or carriages,,,,"Parts and accessories of motorcycles, bicycles or carriages","Partes y accesorios de motocicletas, bicicletas o carros",87.14
8715,4digit,"Coches, sillas y vehículos similares para transporte de niños, y sus partes.",Baby carriages (including strollers) and parts thereof,Vehículos para transporte de niños,Baby carriages,,,,"Parts and accessories of motorcycles, bicycles or carriages","Coches, sillas y vehículos similares para transporte de niños",87.15
8716,4digit,Remolques y semirremolques para cualquier vehículo; los demás vehículos no automóviles; sus partes.,"Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof",Remolques y semirremolques,Trailers and semi-trailers,,,,Trailers and semi-trailers,Remolques y semirremolques,87.16
8801,4digit,"Globos y dirigibles; alas planeadoras y demás aeronaves, no propulsadas con motor.","Gliders, hang gliders","Globos, dirigibles y alas planeadoras","Gliders, hang gliders",,,,"Balloons & dirigibles, gliders etc","Globos, dirigibles, planeadoras etc",88.01
8802,4digit,"Las demás aeronaves (por ejemplo: helicópteros, aviones); vehículos espaciales (incluidos los satélites) y sus vehículos de lanzamiento y vehículos suborbitales.","Other aircraft (for example,helicopters, airplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles",Las demás aeronaves y vehículos espaciales,Other aircraft and spacecraft,,,,"Aircraft, spacecraft & launch vehicles","Aeronaves, vehículos espaciales y de lanzamiento",88.02
8803,4digit,Partes de los aparatos de las partidas 88.01 u 88.02.,Parts of goods of heading 8801or 8802,Partes de otros aeronaces,Parts of other aircraft,,,,Parts of goods of other aircraft,Partes de los aparatos de las partidas 8801 u 8802,88.03
8804,4digit,"Paracaídas, incluidos los dirigibles, planeadores (“parapentes”) o de aspas giratorias giratorias; sus partes y accesorios.",Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,Paracaídas,Parachutes,,,,Parachutes,Paracaídas,88.04
8805,4digit,Aparatos y dispositivos para lanzamiento de aeronaves; aparatos y dispositivos para aterrizaje en portaaviones y aparatos y dispositivos similares; aparatos de entrenamiento de vuelo en tierra; sus partes.,Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles,Aparatos para lanzamiento y aterrizaje de aeronaves,Aircraft launching gear,,,,Aircraft launching gear,Aparatos y dispositivos para lanzamiento y aterrizaje de aeronaves,88.05
8901,4digit,"Trasatlánticos, barcos para excursiones, transbordadores, cargueros, gabarras (barcazas) y barcos similares para transporte de personas o mercancías.","Cruise ships, excursion boats,ferry boats, cargo ships, barges and similar vessels for the transport of persons or goods","Trasatlánticos, transbordadores y barcos similares",Cruise ships and similar vessels,,,,Cruise ships and similar vessels for the transport of persons,"Trasatlánticos, transbordadores y barcos similares para transporte de personas o mercancías",89.01
