"","code","name","level","parent_id","name_es","name_en","name_short_es","name_short_en"
989,"8401","Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof","4digit",988.0,"Reactores nucleares; elementos combustibles (cartuchos) sin irradiar para reactores nucleares; máquinas y aparatos para la separación isotópica.","Nuclear reactors; fuel elements (cartridges), non-irradiated, for nuclear reactors; machinery and apparatus for isotopic separation; parts thereof","Reactores nucleares y equipos relacionados","Nuclear reactors and related equipment"
990,"8402","Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof","4digit",988.0,"Calderas de vapor (generadores de vapor), excepto las de calefacción central concebidas para producir agua caliente y también vapor a baja presión; calderas denominadas “de agua sobrecalentada”.","Steam or other vapor generating boilers (other than central heating hot water boilers capable also of producing low pressure steam); super-heated water boilers; parts thereof","Calderas de vapor","Steam boilers"
991,"8403","Central heating boilers (other than those of heading 8402) and parts thereof","4digit",988.0,"Calderas para calefacción central, excepto las de la partida 84.02.","Central heating boilers (other than those of heading 8402) and parts thereof","Calderas para calefacción central","Central heating boilers"
992,"8404","Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof","4digit",988.0,"Aparatos auxiliares para las calderas de las partidas 84.02 u 84.03 (por ejemplo: economizadores, recalentadores, deshollinadores o recuperadores de gas); condensadores para máquinas de vapor.","Auxiliary plant for use with boilers of heading 8402 or 8403 (for example, economizers, super-heaters, soot removers, gas recoverers); condensers for steam or other vapor power units; parts thereof","Aparatos auxiliaires para las calderas","Auxiliary parts for use with boilers"
993,"8405","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof","4digit",988.0,"Generadores de gas pobre (gas de aire) o de gas de agua, incluso con sus depuradores; generadores de acetileno y generadores similares de gases, por vía húmeda, incluso con sus depuradores.","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers; parts thereof","Generadores de gas de agua","Water gas generators"
994,"8406","Steam turbines and other vapor turbines, and parts thereof","4digit",988.0,"Turbinas de vapor.","Steam turbines and other vapor turbines, and parts thereof","Turbinas de vapor","Steam turbines"
995,"8407","Spark-ignition reciprocating or rotary internal combustion piston engines","4digit",988.0,"Motores de émbolo (pistón) alternativo y motores rotativos, de encendido por chispa (motores de explosión).","Spark-ignition reciprocating or rotary internal combustion piston engines","Motores de émbolo alternativo de encendido por chispa","Spark-ignition reciprocating internal combustion piston engines"
996,"8408","Compression-ignition internal combustion piston engines (diesel or semi-diesel engines)","4digit",988.0,"Motores de émbolo (pistón) de encendido por compresión (motores Diesel o semi-Diesel).","Compression-ignition internal combustion piston engines (diesel or semi-diesel engines)","Motores de émbolo de encendido por compresión","Compression-ignition internal combustion piston engines"
997,"8409","Parts suitable for use solely or principally with the engines of heading 8407 or 8408","4digit",988.0,"Partes identificables como destinadas, exclusiva o principalmente, a los motores de las partidas 84.07 u 84.08.","Parts suitable for use solely or principally with the engines of heading 8407 or 8408","Partes identificables como destinadas a los motores de encendido por chispa","Parts suitable for use with spark-ignition engines"
998,"8411","Turbojets, turbo propellers and other gas turbines, and parts thereof","4digit",988.0,"Turborreactores, turbopropulsores y demás turbinas de gas.","Turbojets, turbo propellers and other gas turbines, and parts thereof","Turbinas de gas","Gas turbines"
999,"8412","Other engines and motors, and parts thereof","4digit",988.0,"Los demás motores y máquinas motrices.","Other engines and motors, and parts thereof","Los demás motores","Other engines and motors"
1000,"8413","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof","4digit",988.0,"Bombas para líquidos, incluso con dispositivo medidor incorporado; elevadores de líquidos.","Pumps for liquids, whether or not fitted with a measuring device; liquid elevators; part thereof","Bombas para líquidos","Pumps for liquids"
1001,"8414","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof","4digit",988.0,"Bombas de aire o de vacío, compresores de aire u otros gases y ventiladores; campanas aspirantes para extracción o reciclado, con ventilador incorporado, incluso con filtro.","Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan, whether or not fitted with filters; parts thereof","Bombas, compresores, ventiladores, etc","Pumps, compressors, fans, etc."
1002,"8415","Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof","4digit",988.0,"Máquinas y aparatos para acondicionamiento de aire que comprendan un ventilador con motor y los dispositivos adecuados para modificar la temperatura y la humedad, aunque no regulen separadamente el grado higrométrico.","Air conditioning machines, comprising a motor-driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated; parts thereof","Aire acondicionado","Air conditioners"
1003,"8416","Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof","4digit",988.0,"Quemadores para la alimentación de hogares, de combustibles líquidos o sólidos pulverizados o de gases; alimentadores mecánicos de hogares, parrillas mecánicas, descargadores mecánicos de cenizas y demás dispositivos mecánicos auxiliares empleados en hogares.","Furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof","Quemadores para combustibles líquidos","Furnace burners for liquid fuel"
1004,"8417","Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof","4digit",988.0,"Hornos industriales o de laboratorio, incluidos los incineradores, que no sean eléctricos.","Industrial or laboratory furnaces and ovens, including incinerators, nonelectric, and parts thereof","Hornos industriales","Industrial furnaces"
1005,"8418","Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof","4digit",988.0,"Refrigeradores, congeladores y demás material, máquinas y aparatos para producción de frío, aunque no sean eléctricos; bombas de calor, excepto las máquinas y aparatos para acondicionamiento de aire de la partida 84.15.","Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps, other than the air conditioning machines of heading 8415; parts thereof","Refrigeradores, congeladores","Refrigerators, freezers"
1006,"8419","Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,","4digit",988.0,"Aparatos y dispositivos, aunque se calienten eléctricamente (excepto los hornos y demás aparatos de la partida 85.14), para el tratamiento de materias mediante operaciones que impliquen un cambio de temperatura, tales como calentamiento, cocción, torrefacción, destilación, rectificación, esterilización, pasteurización, baño de vapor de agua, secado, evaporación, vaporización, condensación o enfriamiento, excepto los aparatos domésticos; calentadores de agua de calentamiento instantáneo o de acumulación, excepto los eléctricos.","Machinery, plant or laboratory equipment, whether or not electrically heated (excluding furnaces, ovens and other equipment of heading 8514), for the treatment of materials by a process involving a change of temperature such as heating, cooking, roasting,","",""
1007,"8421","Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof","4digit",988.0,"Centrifugadoras, incluidas las secadoras centrífugas; aparatos para filtrar o depurar líquidos o gases.","Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus, for liquids or gases; parts thereof","Centrifugadoras","Centrifuges"
1008,"8422","Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labeling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; ot","4digit",988.0,"Máquinas para lavar vajilla; máquinas y aparatos para limpiar o secar botellas o demás recipientes; máquinas y aparatos para llenar, cerrar, tapar, taponar o etiquetar botellas, botes o latas, cajas, sacos (bolsas) o demás continentes; máquinas y aparatos de capsular botellas, tarros, tubos y continentes análogos; las demás máquinas y aparatos para empaquetar o envolver mercancías (incluidas las de envolver con película termorretráctil); máquinas y aparatos para gasear bebidas.","Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing or labeling bottles, cans, boxes, bags or other containers; machinery for capsuling bottles, jars, tubes and similar containers; ot","Máquinas relacionadas con vajillas, botellas o démas recipientes","Machines related to bottles and other recepticles"
1009,"8423","Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds; parts of weighing machinery","4digit",988.0,"Aparatos e instrumentos de pesar, incluidas las básculas y balanzas para comprobar o contar piezas fabricadas, excepto las balanzas sensibles a un peso inferior o igual a 5 cg; pesas para toda clase de básculas o balanzas.","Weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing machine weights of all kinds; parts of weighing machinery","Instrumentos de pesar","Weighing machinery"
1010,"8424","Mechanical appliances (whether or not hand operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machi","4digit",988.0,"Aparatos mecánicos (incluso manuales) para proyectar, dispersar o pulverizar materias líquidas o en polvo; extintores, incluso cargados; pistolas aerográficas y aparatos similares; máquinas y aparatos de chorro de arena o de vapor y aparatos de chorro similares.","Mechanical appliances (whether or not hand operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray guns and similar appliances; steam or sand blasting machines and similar jet projecting machi","Aparatos mecánico para proyectar materias líquidas o en polvo","Mechanical appliances for dispersing liquids or powders"
1011,"8425","Pulley tackle and hoists other than skip hoists; winches and capstans; jacks","4digit",988.0,"Polipastos; tornos y cabrestantes; gatos.","Pulley tackle and hoists other than skip hoists; winches and capstans; jacks","Polipastos, tornos y cabrestantes","Pulleys and winches"
1012,"8426","Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane","4digit",988.0,"Grúas y aparatos de elevación sobre cable aéreo; puentes rodantes, pórticos de descarga o manipulación, puentes grúa, carretillas puente y carretillas grúa.","Ships' derricks; cranes, including cable cranes; mobile lifting frames, straddle carriers and works trucks fitted with a crane","Grúas y torres de perforación","Ships' derricks; cranes"
1013,"8427","Fork-lift trucks; other works trucks fitted with lifting or handling equipment","4digit",988.0,"Carretillas apiladoras; las demás carretillas de manipulación con dispositivo de elevación incorporado.","Fork-lift trucks; other works trucks fitted with lifting or handling equipment","Carretillas apiladoras","Fork-lift trucks"
1014,"8428","Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)","4digit",988.0,"Las demás máquinas y aparatos de elevación, carga, descarga o manipulación (por ejemplo: ascensores, escaleras mecánicas, transportadores, teleféricos).","Other lifting, handling, loading or unloading machinery (for example, elevators, escalators, conveyors, teleferics)","Las demás máquinas de elevación","Other lifting machinery"
1015,"8429","Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers","4digit",988.0,"Topadoras frontales (“bulldozers”), topadoras angulares (“angledozers”), niveladoras, traíllas (“scrapers”), palas mecánicas, excavadoras, cargadoras, palas cargadoras, compactadoras y apisonadoras (aplanadoras), autopropulsadas.","Self-propelled bulldozers, angledozers, graders, levelers, scrapers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers","Topadoras frontales, topadoras angulares etc, autopropulsadas","Self-propelled bulldozers, excavators and road rollers"
1016,"8431","Parts suitable for use solely or principally with the machinery of headings 8425 to 8430","4digit",988.0,"Partes identificables como destinadas, exclusiva o principalmente, a las máquinas o aparatos de las partidas 84.25 a 84.30.","Parts suitable for use solely or principally with the machinery of headings 8425 to 8430","Partes identificables como destinadas a las máquinas de montacargas y maquinaria de excavación","Parts for use with hoists and excavation machinery"
1017,"8432","Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof","4digit",988.0,"Máquinas, aparatos y artefactos agrícolas, hortícolas o silvícolas, para la preparación o el trabajo del suelo o para el cultivo; rodillos para césped o terrenos de deporte.","Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports ground rollers; parts thereof","Máquinas para la preparación del suelo","Machinery for soil preparation or cultivation"
1018,"8433","Harvesting or threshing machinery, including straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 8437; parts thereof","4digit",988.0,"Máquinas, aparatos y artefactos de cosechar o trillar, incluidas las prensas para paja o forraje; cortadoras de césped y guadañadoras; máquinas para limpieza o clasificación de huevos, frutos o demás productos agrícolas, excepto las de la partida 84.37.","Harvesting or threshing machinery, including straw or fodder balers; grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading 8437; parts thereof","Máquinas de cosechar o trillar","Harvesting or agricultural machinery"
1019,"8434","Milking machines and dairy machinery, and parts thereof","4digit",988.0,"Máquinas de ordeñar y máquinas y aparatos para la industria lechera.","Milking machines and dairy machinery, and parts thereof","Máquinas para la industria lechera","Dairy machinery"
1020,"8435","Presses, crushers and similar machinery, used in the manufacture of wine, cider, fruit juices or similar beverages; parts thereof","4digit",988.0,"Prensas, estrujadoras y máquinas y aparatos análogos para la producción de vino, sidra, jugos de frutos o bebidas similares.","Presses, crushers and similar machinery, used in the manufacture of wine, cider, fruit juices or similar beverages; parts thereof","Máquinas para la producción de vino y jugos de frutos","Machines for wine and juice production"
1021,"8436","Other agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders; parts thereof","4digit",988.0,"Las demás máquinas y aparatos para la agricultura, horticultura, silvicultura, avicultura o apicultura, incluidos los germinadores con dispositivos mecánicos o térmicos incorporados y las incubadoras y criadoras avícolas.","Other agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, including germination plant fitted with mechanical or thermal equipment; poultry incubators and brooders; parts thereof","Las demás máquinas para la agricultura","Other agricultural machinery"
1022,"8437","Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, and parts thereof; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm type machinery; parts thereof","4digit",988.0,"Máquinas para limpieza, clasificación o cribado de semillas, granos u hortalizas de vaina secas; máquinas y aparatos para molienda o tratamiento de cereales u hortalizas de vaina secas, excepto las de tipo rural.","Machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables, and parts thereof; machinery used in the milling industry or for the working of cereals or dried leguminous vegetables, other than farm type machinery; parts thereof","Máquinas para el tratamiento de granos","Machinery for processing grain"
1023,"8438","Machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils; parts thereof","4digit",988.0,"Máquinas y aparatos, no expresados ni comprendidos en otra parte de este Capítulo, para la preparación o fabricación industrial de alimentos o bebidas, excepto las máquinas y aparatos para extracción o preparación de aceites o grasas, animales o vegetales fijos.","Machinery, not specified or included elsewhere in this chapter, for the industrial preparation or manufacture of food or drink, other than machinery for the extraction or preparation of animal or fixed vegetable fats or oils; parts thereof","Máquinas para la preparación industrial de alimentos o bebidas","Machinery for the industrial preparation of food or drink"
1024,"8439","Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard (other than the machinery of heading 8419); parts thereof","4digit",988.0,"Máquinas y aparatos para la fabricación de pasta de materias fibrosas celulósicas o para la fabricación o acabado de papel o cartón.","Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or paperboard (other than the machinery of heading 8419); parts thereof","Máquinas para la fabricación de papel","Machinery for making paper"
1025,"8441","Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds, and parts thereof","4digit",988.0,"Las demás máquinas y aparatos para el trabajo de la pasta de papel, del papel o cartón, incluidas las cortadoras de cualquier tipo.","Other machinery for making up paper pulp, paper or paperboard, including cutting machines of all kinds, and parts thereof","Las demás máquinas para el trabajo del papel","Other machinery for making paper"
1026,"8442","Machinery, apparatus and equipment (other than the machine tools of headings 8456 to 8465), for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones,","4digit",988.0,"Máquinas, aparatos y material (excepto las máquinas herramienta de las partidas 84.56 a 84.65) para preparar o fabricar clisés, planchas, cilindros o demás elementos impresores; clisés, planchas, cilindros y demás elementos impresores; piedras litográficas, planchas, placas y cilindros, preparados para la impresión (por ejemplo: aplanados, graneados, pulidos).","Machinery, apparatus and equipment (other than the machine tools of headings 8456 to 8465), for preparing or making plates, cylinders or other printing components; plates, cylinders and other printing components; plates, cylinders and lithographic stones,","Máquinas para fabricar elementos impresores","Machinery for making printing components"
1027,"8443","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof","4digit",988.0,"Máquinas y aparatos para imprimir mediante planchas, cilindros y demás elementos impresores de la partida 84.42; las demás máquinas impresoras, copiadoras y de fax, incluso combinadas entre sí; partes y accesorios.","Printing machinery used for printing by means of plates, cylinders and other printing components of heading 8442; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof","Impresoras y copiadoras","Printers and copiers"
1028,"8444","Machines to extrude, draw, cut manmade textile fibres","4digit",988.0,"Máquinas para extrudir, estirar, texturar o cortar materia textil sintética o artificial.","Machines to extrude, draw, cut manmade textile fibres","Máquinas para cortar materia textil sintética","Machines to extrude, cut manmade textile fibres"
1029,"8445","Machines for preparing textile fibers; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft winding) machines and machines for preparing textile yarns for use on the machines o","4digit",988.0,"Máquinas para la preparación de materia textil; máquinas para hilar, doblar o retorcer materia textil y demás máquinas y aparatos para la fabricación de hilados textiles; máquinas para bobinar (incluidas las canilleras) o devanar materia textil y máquinas para la preparación de hilados textiles para su utilización en las máquinas de las partidas 84.46 u 84.47.","Machines for preparing textile fibers; spinning, doubling or twisting machines and other machinery for producing textile yarns; textile reeling or winding (including weft winding) machines and machines for preparing textile yarns for use on the machines o","Máquinas para la preparación de materia textil","Machines for preparing textile fibers"
1030,"8446","Weaving machines (looms)","4digit",988.0,"Telares.","Weaving machines (looms)","Telares","Looms"
1031,"8447","Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","4digit",988.0,"Máquinas de tricotar, de coser por cadeneta, de entorchar, de fabricar tul, encaje, bordados, pasamanería, trenzas, redes o de insertar mechones.","Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting","Máquinas de tricotar","Knitting machines"
1032,"8448","Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447 (for example, dobbies, Jacquards, automatic stop motions and shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this","4digit",988.0,"Máquinas y aparatos auxiliares para las máquinas de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: maquinitas para lizos, mecanismos Jacquard, paraurdimbres y paratramas, mecanismos de cambio de lanzadera); partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de esta partida o de las partidas 84.44, 84.45, 84.46 u 84.47 (por ejemplo: husos, aletas, guarniciones de cardas, peines, barretas, hileras, lanzaderas, lizos y cuadros de lizos, agujas, platinas, ganchos).","Auxiliary machinery for use with machines of heading 8444, 8445, 8446 or 8447 (for example, dobbies, Jacquards, automatic stop motions and shuttle changing mechanisms); parts and accessories suitable for use solely or principally with the machines of this","Máquinas y aparatos auxiliares para las máquinas de tejer y textiles","Auxiliary machinery for use with knitting and textile machines"
1033,"8449","Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats; parts thereof:","4digit",988.0,"Máquinas y aparatos para la fabricación o acabado del fieltro o tela sin tejer, en pieza o con forma, incluidas las máquinas y aparatos para la fabricación de sombreros de fieltro; hormas de sombrerería.","Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, including machinery for making felt hats; blocks for making hats; parts thereof:","Máquinas para la fabricación del fieltro","Machinery to manufacture felt "
1034,"8451","Machinery (other than machines of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and m","4digit",988.0,"Máquinas y aparatos (excepto las máquinas de la partida 84.50) para lavar, limpiar, escurrir, secar, planchar, prensar (incluidas las prensas para fijar), blanquear, teñir, aprestar, acabar, recubrir o impregnar hilados, telas o manufacturas textiles y máquinas para el revestimiento de telas u otros soportes utilizados en la fabricación de cubresuelos, tales como linóleo; máquinas para enrollar, desenrollar, plegar, cortar o dentar telas.","Machinery (other than machines of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing (including fusing presses), bleaching, dyeing, dressing, finishing, coating or impregnating textile yarns, fabrics or made up textile articles and m","Máquinas para el procesamiento de tela","Machinery for processing fabrics"
1035,"8452","Sewing machines, other than book-sewing machines of heading 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles; parts thereof","4digit",988.0,"Máquinas de coser, excepto las de coser pliegos de la partida 84.40; muebles, basamentos y tapas o cubiertas especialmente concebidos para máquinas de coser; agujas para máquinas de coser.","Sewing machines, other than book-sewing machines of heading 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles; parts thereof","Máquinas de coser","Sewing machines"
1036,"8453","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines; parts thereof","4digit",988.0,"Máquinas y aparatos para la preparación, curtido o trabajo de cuero o piel o para la fabricación o reparación de calzado u otras manufacturas de cuero o piel, excepto las máquinas de coser.","Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines; parts thereof","Máquinas para la preparación de cuero","Machinery for preparing leather"
1037,"8454","Converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries, and parts thereof","4digit",988.0,"Convertidores, cucharas de colada, lingoteras y máquinas de colar (moldear), para metalurgia, acerías o fundiciones.","Converters, ladles, ingot molds and casting machines, of a kind used in metallurgy or in metal foundries, and parts thereof","Máquinas de colar para metalurgia","Machines used in metallurgy"
1038,"8455","Metal-rolling mills and rolls therefor; parts thereof","4digit",988.0,"Laminadores para metal y sus cilindros.","Metal-rolling mills and rolls therefor; parts thereof","Laminadores para metal","Metal-rolling mills"
1039,"8456","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron-beam, ionic-beam or plasma arc processes","4digit",988.0,"Máquinas herramienta que trabajen por arranque de cualquier materia mediante láser u otros haces de luz o de fotones, por ultrasonido, electroerosión, procesos electroquímicos, haces de electrones, haces iónicos o chorro de plasma; máquinas para cortar por chorro de agua.","Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron-beam, ionic-beam or plasma arc processes","Máquinas herramienta que trabajen por arranque de cualquier materia mediante láser","Machines for the removal of material by laser or other optic means"
1040,"8457","Machining centers, unit construction machines (single station) and multistation transfer machines, for working metal","4digit",988.0,"Centros de mecanizado, máquinas de puesto fijo y máquinas de puestos múltiples, para trabajar metal.","Machining centers, unit construction machines (single station) and multistation transfer machines, for working metal","Centros de mecanizado para trabajar metal","Machining centers for working metal"
1041,"8458","Lathes (including turning centers) for removing metal","4digit",988.0,"Tornos (incluidos los centros de torneado) que trabajen por arranque de metal.","Lathes (including turning centers) for removing metal","Tornos que trabajen por arranque de metal","Lathes for removing metal"
1042,"8459","Machine tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centers) of heading 8458","4digit",988.0,"Máquinas (incluidas las unidades de mecanizado de correderas) de taladrar, escariar, fresar o roscar (incluso aterrajar), metal por arranque de materia, excepto los tornos (incluidos los centros de torneado) de la partida 84.58.","Machine tools (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes (including turning centers) of heading 8458","Máquinas de taladrar metal por arranque de materia","Machine tools for drilling by removing metal"
1043,"8461","Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included","4digit",988.0,"Máquinas de cepillar, limar, mortajar, brochar, tallar o acabar engranajes, aserrar, trocear y demás máquinas herramienta que trabajen por arranque de metal o cermet, no expresadas ni comprendidas en otra parte.","Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear finishing, sawing, cutting-off and other machine tools working by removing metal or cermets, not elsewhere specified or included","Máquinas de cepillar y demás máquinas herramienta que trabajen por arranque de metal","Machine tools for planing, shaping, etc."
1044,"8462","Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met","4digit",988.0,"Máquinas (incluidas las prensas) de forjar o estampar, martillos pilón y otras máquinas de martillar, para trabajar metal; máquinas (incluidas las prensas) de enrollar, curvar, plegar, enderezar, aplanar, cizallar, punzonar o entallar, metal; prensas para trabajar metal o carburos metálicos, no expresadas anteriormente.","Machine tools (including presses) for working metal by forging, hammering or die-stamping; machine tools (including presses) for working metal by bending, folding, straightening, flattening, shearing, punching or notching; presses for working metal or met","Máquinas para trabajar metal","Machine tools for working metal"
1045,"8463","Other machine tools for working metal or cermets, without removing material","4digit",988.0,"Las demás máquinas herramienta para trabajar metal o cermet, que no trabajen por arranque de materia.","Other machine tools for working metal or cermets, without removing material","Las demás máquinas herramienta para trabajar metal","Other machine tools for working metal, without removal"
1046,"8464","Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass","4digit",988.0,"Máquinas herramienta para trabajar piedra, cerámica, hormigón, amiantocemento o materias minerales similares, o para trabajar el vidrio en frío.","Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold working glass","Máquinas herramienta para trabajar piedra","Machine tools for working stone"
1047,"8465","Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials","4digit",988.0,"Máquinas herramienta (incluidas las de clavar, grapar, encolar o ensamblar de otro modo) para trabajar madera, corcho, hueso, caucho endurecido, plástico rígido o materias duras similares.","Machine tools (including machines for nailing, stapling, glueing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials","Máquinas herramienta para trabajar madera","Machine tools for working wood"
1048,"8466","Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine tools; tool holders for any type of to","4digit",988.0,"Partes y accesorios identificables como destinados, exclusiva o principalmente, a las máquinas de las partidas 84.56 a 84.65, incluidos los portapiezas y portaútiles, dispositivos de roscar de apertura automática, divisores y demás dispositivos especiales para montar en máquinas herramienta; portaútiles para herramientas de mano de cualquier tipo.","Parts and accessories suitable for use solely or principally with the machines of headings 8456 to 8465, including work or tool holders, self-opening dieheads, dividing heads and other special attachments for machine tools; tool holders for any type of to","Partes y accesorios a las máquinas para trabajar maderas o metales","Parts and accessories for metal working machines"
1049,"8467","Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or nonelectric motor, and parts thereof","4digit",988.0,"Herramientas neumáticas, hidráulicas o con motor incorporado, incluso eléctrico, de uso manual.","Tools for working in the hand, pneumatic, hydraulic or with self-contained electric or nonelectric motor, and parts thereof","Herramientas neumáticas, hidráulicas o con motor incorporado de uso manual","Tools for hand working, pneumatic, hydraulic motors"
1050,"8468","Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8515; gas-operated surface tempering machines and appliances; parts thereof","4digit",988.0,"Máquinas y aparatos para soldar, aunque puedan cortar, excepto los de la partida 85.15; máquinas y aparatos de gas para temple superficial.","Machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting, other than those of heading 8515; gas-operated surface tempering machines and appliances; parts thereof","Aparatos para soldar","Machinery for soldering"
