"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
520,"Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","79","2digit",562.0,"Other craftsmen not included above"
521,"Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","799","3digit",677.0,"Other craftsmen not included above"
522,"Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","Otros trabajadores artesanales, no clasificados anteriormente","Other craftsmen not included above","7999","4digit",678.0,"Other craftsmen not included above"
523,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte","Industrial machinery operators, assemblers, chauffeurs and transport drivers","Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte","Industrial machinery operators, assemblers, chauffeurs and transport drivers","8","1digit","","Industrial machinery operators, assemblers, chauffeurs and transport drivers"
524,"Operadores de instalaciones y maquinaria industrial","Operators of facilities and industrial machinery","Operadores de instalaciones y maquinaria industrial","Operators of facilities and industrial machinery","81","2digit",680.0,"Operators of facilities and industrial machinery"
525,"Supervisores de operadores de maquinaria industrial","Supervisors of industrial machinery operators","Supervisores de operadores de maquinaria industrial","Supervisors of industrial machinery operators","810","3digit",682.0,"Supervisors of industrial machinery operators"
526,"Supervisores de operadores de maquinaria industrial","Supervisors of industrial machinery operators","Supervisores de operadores de maquinaria industrial","Supervisors of industrial machinery operators","8101","4digit",683.0,"Supervisors of industrial machinery operators"
527,"Operadores de máquinas y equipos para la extracción en minas, canteras y pozos","Operators of machines and equipment for mine, quarry and well extraction","Operadores de máquinas y equipos para la extracción en minas, canteras y pozos","Operators of machines and equipment for mine, quarry and well extraction","811","3digit",682.0,"Operators of machines and equipment for mine, quarry and well extraction"
528,"Operadores de máquinas y equipos para la extracción y beneficio en minas y canteras","Operators of machines and equipment for mine, quarry and well extraction and benefit","Operadores de máquinas y equipos para la extracción y beneficio en minas y canteras","Operators of machines and equipment for mine, quarry and well extraction and benefit","8111","4digit",685.0,"Operators of machines and equipment for mine, quarry and well extraction and benefit"
529,"Operadores de máquinas y equipos para la extracción en pozos petroleros","Operators of machines and equipment for oil well extraction","Operadores de máquinas y equipos para la extracción en pozos petroleros","Operators of machines and equipment for oil well extraction","8112","4digit",685.0,"Operators of machines and equipment for oil well extraction"
530,"Operadores de máquinas y equipos para la captación, bombeo y distribución de agua","Operators of machines and equipment for water collection, pumping and distribution","Operadores de máquinas y equipos para la captación, bombeo y distribución de agua","Operators of machines and equipment for water collection, pumping and distribution","8113","4digit",685.0,"Operators of machines and equipment for water collection, pumping and distribution"
531,"Operadores de equipos portátiles especializados para la construcción","Operators of portable equipments specialized for construction","Operadores de equipos portátiles especializados para la construcción","Operators of portable equipments specialized for construction","8114","4digit",685.0,"Operators of portable equipments specialized for construction"
532,"Operadores de máquinas y equipos en la fabricación metalúrgica, fabricación de maquinaria y productos metálicos","Operators of machines and equipments in the steel manufacture, machinery manufacture and metal products","Operadores de máquinas y equipos en la fabricación metalúrgica, fabricación de maquinaria y productos metálicos","Operators of machines and equipments in the steel manufacture, machinery manufacture and metal products","812","3digit",682.0,"Operators of machines and equipments in the steel manufacture, machinery manufacture and metal products"
533,"Operadores de hornos metalúrgicos, coladores y laminadores y operadores de máquinas trefiladoras y estiradoras de metales","Operators of steel furnace, strainer and rolling mill operators and drawing machine and metal stretching operators","Operadores de hornos metalúrgicos, coladores y laminadores y operadores de máquinas trefiladoras y estiradoras de metales","Operators of steel furnace, strainer and rolling mill operators and drawing machine and metal stretching operators","8121","4digit",692.0,"Operators of steel furnace, strainer and rolling mill operators and drawing machine and metal stretching operators"
534,"Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metal","Operators of polisher, galvanization and metal coater machines","Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metal","Operators of polisher, galvanization and metal coater machines","8122","4digit",692.0,"Operators of polisher, galvanization and metal coater machines"
535,"Operadores de máquinas que cortan, perforan, doblan, troquelan, sueldan, etc., piezas y productos metálicos","Operators of cutting, drilling, bending, marking and welding machines, metal pieces and products","Operadores de máquinas que cortan, perforan, doblan, troquelan, sueldan, etc., piezas y productos metálicos","Operators of cutting, drilling, bending, marking and welding machines, metal pieces and products","8123","4digit",692.0,"Operators of cutting, drilling, bending, marking and welding machines, metal pieces and products"
536,"Operadores de máquinas y equipos en la elaboración de productos químicos, plásticos, tratamiento de agua y petroquímica","Operators of machines and equipments for the manufacture of chemical, plastic products, water treatment and oil-chemical","Operadores de máquinas y equipos en la elaboración de productos químicos, plásticos, tratamiento de agua y petroquímica","Operators of machines and equipments for the manufacture of chemical, plastic products, water treatment and oil-chemical","813","3digit",682.0,"Operators of machines and equipments for the manufacture of chemical, plastic products, water treatment and oil-chemical"
537,"Operadores de máquinas para la elaboración de productos químicos","Operators of machines for the manufacture of chemical products","Operadores de máquinas para la elaboración de productos químicos","Operators of machines for the manufacture of chemical products","8131","4digit",700.0,"Operators of machines for the manufacture of chemical products"
538,"Operadores de máquinas para la elaboración de productos farmacéuticos y cosméticos","Operators of machines for the manufacture of pharmaceutical and cosmetic products","Operadores de máquinas para la elaboración de productos farmacéuticos y cosméticos","Operators of machines for the manufacture of pharmaceutical and cosmetic products","8132","4digit",700.0,"Operators of machines for the manufacture of pharmaceutical and cosmetic products"
539,"Operadores de máquinas para la elaboración y ensamble de productos de plástico y hule","Operators of machines for the manufacture and assembly of plastic and oilcloth products","Operadores de máquinas para la elaboración y ensamble de productos de plástico y hule","Operators of machines for the manufacture and assembly of plastic and oilcloth products","8133","4digit",700.0,"Operators of machines for the manufacture and assembly of plastic and oilcloth products"
540,"Operadores de máquinas para el tratamiento de agua","Operators of machines for water treatment","Operadores de máquinas para el tratamiento de agua","Operators of machines for water treatment","8134","4digit",700.0,"Operators of machines for water treatment"
541,"Operadores de máquinas y equipos para la refinación del petróleo y gas","Operators of machines and equipment for oil and gas refining","Operadores de máquinas y equipos para la refinación del petróleo y gas","Operators of machines and equipment for oil and gas refining","8135","4digit",700.0,"Operators of machines and equipment for oil and gas refining"
542,"Operadores de máquinas para la madera y papel","Operators of machines for wood and paper","Operadores de máquinas para la madera y papel","Operators of machines for wood and paper","814","3digit",682.0,"Operators of machines for wood and paper"
543,"Operadores de máquinas para el tratamiento de la madera y elaboración de aglomerados y triplay","Operators of machines for wood treatment and manufacture of hardboard and plywood","Operadores de máquinas para el tratamiento de la madera y elaboración de aglomerados y triplay","Operators of machines for wood treatment and manufactures","8141","4digit",709.0,"Operators of machines for wood treatment and manufacture of hardboard and plywood"
544,"Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre y similares","Operators of machines for the manufacture of wooden, reed, wicker products, and similar","Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre y similares","Operators of machines for wood and reed products","8142","4digit",709.0,"Operators of machines for the manufacture of wooden, reed, wicker products, and similar"
545,"Operadores de máquinas en la elaboración de celulosa, papel y similares","Operators of machines for the manufacture of cellulose, paper and similar","Operadores de máquinas en la elaboración de celulosa, papel y similares","Operators of machines for the manufacture of paper","8143","4digit",709.0,"Operators of machines for the manufacture of cellulose, paper and similar"
546,"Operadores de máquinas para la impresión y encuadernación","Operators of machines for printing and bookbinding","Operadores de máquinas para la impresión y encuadernación","Operators of machines for printing and bookbinding","8144","4digit",709.0,"Operators of machines for printing and bookbinding"
547,"Operadores de máquinas para la elaboración de productos a base de papel y cartón","Operators of machines for the manufacture of products based on paper and carton","Operadores de máquinas para la elaboración de productos a base de papel y cartón","Operators of machines for the manufacture of paper products","8145","4digit",709.0,"Operators of machines for the manufacture of products based on paper and carton"
548,"Operadores de máquinas y equipos en la elaboración de productos textiles, cuero y piel","Operators of machines and equipments for the manufacture of textile, leather and fur products","Operadores de máquinas y equipos en la elaboración de productos textiles, cuero y piel","Operators of machines for textiles, leather and fur","815","3digit",682.0,"Operators of machines and equipments for the manufacture of textile, leather and fur products"
549,"Operadores de máquinas y equipos de hilar y bobinar fibras textiles naturales y sintéticas","Operators of machines and equipments for spinning and threading natural and synthetic textile fibers","Operadores de máquinas y equipos de hilar y bobinar fibras textiles naturales y sintéticas","Operators of machines for spinning and threading fibers","8151","4digit",720.0,"Operators of machines and equipments for spinning and threading natural and synthetic textile fibers"
550,"Operadores de máquinas para fabricar tejidos de punto, telas y alfombras","Operators of machines to manufacture knitting, fabrics and carpets","Operadores de máquinas para fabricar tejidos de punto, telas y alfombras","Operators of machines for knitting, fabrics and carpets","8152","4digit",720.0,"Operators of machines to manufacture knitting, fabrics and carpets"
551,"Operadores de máquinas de costura, bordado y de corte para la confección de productos textiles y prendas de vestir","Operators of machines for sewing, embroidering and cutting for the creation of textile products and clothing","Operadores de máquinas de costura, bordado y de corte para la confección de productos textiles y prendas de vestir","Operators of machines for sewing, embroidering and cutting","8153","4digit",720.0,"Operators of machines for sewing, embroidering and cutting for the creation of textile products and clothing"
552,"Operadores de máquinas en el tratamiento del cuero, piel y la elaboración de calzado","Operators of machines for the treatment of leather, fur and shoe-making","Operadores de máquinas en el tratamiento del cuero, piel y la elaboración de calzado","Operators of machines for treatment of leather, fur & shoes","8154","4digit",720.0,"Operators of machines for the treatment of leather, fur and shoe-making"
553,"Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles, cuero, piel y similares","Operators of machines for laundering, whitening, dying, stamping, plush, ironing and finish of textile products, leather, fur and similar","Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles, cuero, piel y similares","Operators of machines for laundering, whitening and dying","8155","4digit",720.0,"Operators of machines for laundering, whitening, dying, stamping, plush, ironing and finish of textile products, leather, fur and similar"
554,"Operadores de máquinas en la elaboración de alimentos, bebidas y tabaco","Operators of machines for the manufacture of food, beverage and tobacco","Operadores de máquinas en la elaboración de alimentos, bebidas y tabaco","Operators of machines for food, beverage and tobacco","816","3digit",682.0,"Operators of machines for the manufacture of food, beverage and tobacco"
555,"Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias","Operators of machines for the manufacture of food, oils, fats, salt and spices","Operadores de máquinas en la elaboración de alimentos, aceites, grasas, sal y especias","Operators of machines for food, oils, fats, salt and spices","8161","4digit",731.0,"Operators of machines for the manufacture of food, oils, fats, salt and spices"
556,"Operadores de máquinas en la elaboración de tabaco","Operators of machines for the manufacture of tobacco","Operadores de máquinas en la elaboración de tabaco","Operators of machines for the manufacture of tobacco","8162","4digit",731.0,"Operators of machines for the manufacture of tobacco"
557,"Operadores de máquinas en la elaboración de bebidas alcohólicas y no alcohólicas","Operators of machines for the manufacture of beverages with and without alcohol","Operadores de máquinas en la elaboración de bebidas alcohólicas y no alcohólicas","Operators of machines for beverages inc alcoholic","8163","4digit",731.0,"Operators of machines for the manufacture of beverages with and without alcohol"
558,"Operadores de máquinas en la elaboración de cemento y productos de cerámica, vidrio y similares","Operators of machines for the manufacture of cement and ceramic products, glass and similar","Operadores de máquinas en la elaboración de cemento y productos de cerámica, vidrio y similares","Operators of machines for cement, ceramic products & glass","817","3digit",682.0,"Operators of machines for the manufacture of cement and ceramic products, glass and similar"
559,"Operadores de máquinas en la elaboración de cemento, cal, yeso y productos de cemento","Operators of machines for the manufacture of cement, lime and cement products","Operadores de máquinas en la elaboración de cemento, cal, yeso y productos de cemento","Operators of machines for cement, lime and cement products","8171","4digit",737.0,"Operators of machines for the manufacture of cement, lime and cement products"
560,"Operadores de máquinas en la elaboración de productos de cerámica, mosaico, azulejo y similares","Operators of machines for the manufacture of ceramic, mosaic, tiles and similar","Operadores de máquinas en la elaboración de productos de cerámica, mosaico, azulejo y similares","Operators of machines for ceramic, mosaic, tiles and similar","8172","4digit",737.0,"Operators of machines for the manufacture of ceramic, mosaic, tiles and similar"
561,"Operadores de máquinas en la elaboración de vidrio y productos de vidrio y similares","Operators of machines for the manufacture of glass and glass products and similar","Operadores de máquinas en la elaboración de vidrio y productos de vidrio y similares","Operators of machines for glass and glass products","8173","4digit",737.0,"Operators of machines for the manufacture of glass and glass products and similar"
562,"Operadores de máquinas para la generación de energía","Operators of machines for power generation","Operadores de máquinas para la generación de energía","Operators of machines for power generation","818","3digit",682.0,"Operators of machines for power generation"
563,"Operadores de máquinas e instalaciones para la generación de energía","Operators of machines for power generation","Operadores de máquinas e instalaciones para la generación de energía","Operators of machines for power generation","8181","4digit",745.0,"Operators of machines for power generation"
564,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente","Other operators of facilities and industrial fixed machinery not included above","Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente","Other operators of facilities & industrial fixed machinery","819","3digit",682.0,"Other operators of facilities and industrial fixed machinery not included above"
565,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente","Other operators of facilities and industrial fixed machinery not included above","Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente","Other operators of facilities & industrial fixed machinery","8199","4digit",747.0,"Other operators of facilities and industrial fixed machinery not included above"
566,"Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos","Assemblers and installers of tools, machinery, metal and electronic products","Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos","Assemblers & installers of machinery, & electronic products","82","2digit",680.0,"Assemblers and installers of tools, machinery, metal and electronic products"
567,"Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos","Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products","Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos","Supervisors in assembly of machinery & electronic products","820","3digit",753.0,"Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products"
568,"Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos","Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products","Supervisores en procesos de ensamblado y montaje de maquinaria, herramientas y productos metálicos y electrónicos","Supervisors in assembly of machinery & electronic products","8201","4digit",755.0,"Supervisors in assembly and mounting processes for machinery, tools and metal and electronic products"
569,"Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos","Assemblers and installers of tools, machinery, metal and electronic products","Ensambladores y montadores de herramientas, maquinaria, productos metálicos y electrónicos","Assemblers of tools, machinery, metal & electronic products","821","3digit",753.0,"Assemblers and installers of tools, machinery, metal and electronic products"
570,"Ensambladores y montadores de herramientas, maquinaria y productos metálicos","Assemblers and installers of tools, machinery and metal products","Ensambladores y montadores de herramientas, maquinaria y productos metálicos","Assemblers and installers of machinery and metal products","8211","4digit",759.0,"Assemblers and installers of tools, machinery and metal products"
571,"Ensambladores y montadores de partes eléctricas y electrónicas","Assemblers and installers of electric and electronic parts","Ensambladores y montadores de partes eléctricas y electrónicas","Assemblers and installers of electric and electronic parts","8212","4digit",759.0,"Assemblers and installers of electric and electronic parts"
572,"Conductores de transporte y de maquinaria móvil","Transport and mobile machinery drivers","Conductores de transporte y de maquinaria móvil","Transport and mobile machinery drivers","83","2digit",680.0,"Transport and mobile machinery drivers"
573,"Supervisores de conductores de transporte y de maquinaria móvil","Supervisors of transport and mobile machinery drivers","Supervisores de conductores de transporte y de maquinaria móvil","Supervisors of transport and mobile machinery drivers","830","3digit",764.0,"Supervisors of transport and mobile machinery drivers"
574,"Supervisores de conductores de transporte y de maquinaria móvil","Supervisors of transport and mobile machinery drivers","Supervisores de conductores de transporte y de maquinaria móvil","Supervisors of transport and mobile machinery drivers","8301","4digit",765.0,"Supervisors of transport and mobile machinery drivers"
575,"Conductores de transporte aéreo","Aerial transport operators","Conductores de transporte aéreo","Aerial transport operators","831","3digit",764.0,"Aerial transport operators"
576,"Pilotos de aviación","Pilots","Pilotos de aviación","Pilots","8311","4digit",767.0,"Pilots"
577,"Conductores de transporte marítimo","Sea transport operators","Conductores de transporte marítimo","Sea transport operators","832","3digit",764.0,"Sea transport operators"
578,"Capitanes y conductores de transporte marítimo","Sea transport captains and operators","Capitanes y conductores de transporte marítimo","Sea transport captains and operators","8321","4digit",769.0,"Sea transport captains and operators"
579,"Oficiales y marineros de cubierta y prácticos","Deck sailors and officers and practice","Oficiales y marineros de cubierta y prácticos","Deck sailors and officers and practice","8322","4digit",769.0,"Deck sailors and officers and practice"
580,"Oficiales maquinistas de transporte marítimo","Engineer officers of sea transport","Oficiales maquinistas de transporte marítimo","Engineer officers of sea transport","8323","4digit",769.0,"Engineer officers of sea transport"
581,"Conductores de pequeñas embarcaciones (lanchas, botes, trajineras, etcétera)","Operators of small vessels (speedboats, boats, canoes, etc.)","Conductores de pequeñas embarcaciones (lanchas, botes, trajineras, etcétera)","Operators of small vessels (speedboats, boats, canoes, etc.)","8324","4digit",769.0,"Operators of small vessels (speedboats, boats, canoes, etc.)"
582,"Conductores de transporte en vías férreas","Transport operators for railway","Conductores de transporte en vías férreas","Transport operators for railway","833","3digit",764.0,"Transport operators for railway"
583,"Conductores de transporte en vías férreas (tren, metro y tren ligero)","Transport operators for railway (train, subway and light train)","Conductores de transporte en vías férreas (tren, metro y tren ligero)","Transport operators for railway (train, subway, light train)","8331","4digit",775.0,"Transport operators for railway (train, subway and light train)"
584,"Conductores de transporte terrestre con motor","Drivers for ground transport with engine","Conductores de transporte terrestre con motor","Drivers for ground transport with engine","834","3digit",764.0,"Drivers for ground transport with engine"
585,"Conductores de camiones, camionetas y automóviles de carga","Drivers for trucks, vans and cargo automobile","Conductores de camiones, camionetas y automóviles de carga","Drivers for trucks, vans and cargo automobile","8341","4digit",777.0,"Drivers for trucks, vans and cargo automobile"
586,"Conductores de autobuses, camiones, camionetas, taxis y automóviles de pasajeros","Drivers for buses, trucks, vans, taxis and passenger automobile","Conductores de autobuses, camiones, camionetas, taxis y automóviles de pasajeros","Drivers for buses, trucks, vans, taxis and passenger auto","8342","4digit",777.0,"Drivers for buses, trucks, vans, taxis and passenger automobile"
587,"Choferes en casas particulares","Chauffeurs in private houses","Choferes en casas particulares","Chauffeurs in private houses","8343","4digit",777.0,"Chauffeurs in private houses"
588,"Conductores de motocicleta","Motorcycle driver","Conductores de motocicleta","Motorcycle driver","8344","4digit",777.0,"Motorcycle driver"
589,"Otros conductores de transporte terrestre con motor, no clasificados anteriormente","Other drivers for ground transport with engine not included above","Otros conductores de transporte terrestre con motor, no clasificados anteriormente","Other drivers for ground transport with engine not included","8349","4digit",777.0,"Other drivers for ground transport with engine not included above"
590,"Conductores de maquinaria móvil","Mobile machinery drivers","Conductores de maquinaria móvil","Mobile machinery drivers","835","3digit",764.0,"Mobile machinery drivers"
591,"Conductores de maquinaria móvil para la construcción y minería","Drivers for mobile machinery used in construction and mining","Conductores de maquinaria móvil para la construcción y minería","Drivers for mobile machinery used in construction and mining","8351","4digit",785.0,"Drivers for mobile machinery used in construction and mining"
592,"Conductores de maquinaria móvil para el movimiento de mercancías en fábricas, puertos, comercios, etcétera.","Drivers for mobile machinery used to move goods at factories, harbors, shops, etc.","Conductores de maquinaria móvil para el movimiento de mercancías en fábricas, puertos, comercios, etcétera.","Drivers for moving machinery at factories, harbors, shops","8352","4digit",785.0,"Drivers for mobile machinery used to move goods at factories, harbors, shops, etc."
593,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Other operators of industry machinery, assemblers and transport drivers not included above","Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Operators of machinery, assemblers & transport drivers","89","2digit",680.0,"Other operators of industry machinery, assemblers and transport drivers not included above"
594,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Other operators of industry machinery, assemblers and transport drivers not included above","Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Operators of machinery, assemblers & transport drivers","899","3digit",791.0,"Other operators of industry machinery, assemblers and transport drivers not included above"
595,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Other operators of industry machinery, assemblers and transport drivers not included above","Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente","Operators of machinery, assemblers & transport drivers","8999","4digit",793.0,"Other operators of industry machinery, assemblers and transport drivers not included above"
596,"Trabajadores en actividades elementales y de apoyo","Workers in basic and support activities","Trabajadores en actividades elementales y de apoyo","Workers in basic and support activities","9","1digit","","Workers in basic and support activities"
597,"Trabajadores de apoyo en actividades agropecuarias, forestales, pesca y caza","Support workers in agricultural, forest, fishing and hunting activities","Trabajadores de apoyo en actividades agropecuarias, forestales, pesca y caza","Workers in agricultural, forest, fishing & hunting","91","2digit",797.0,"Support workers in agricultural, forest, fishing and hunting activities"
598,"Trabajadores de apoyo en actividades agropecuarias","Support workers in agricultural activities","Trabajadores de apoyo en actividades agropecuarias","Support workers in agricultural activities","911","3digit",798.0,"Support workers in agricultural activities"
599,"Trabajadores de apoyo en actividades agrícolas","Support workers in agrarian activities","Trabajadores de apoyo en actividades agrícolas","Support workers in agrarian activities","9111","4digit",799.0,"Support workers in agrarian activities"
600,"Trabajadores de apoyo en actividades ganaderas","Support workers in livestock activities","Trabajadores de apoyo en actividades ganaderas","Support workers in livestock activities","9112","4digit",799.0,"Support workers in livestock activities"
601,"Trabajadores de apoyo que realizan actividades agrícolas y ganaderas","Support workers in agricultural and livestock activities","Trabajadores de apoyo que realizan actividades agrícolas y ganaderas","Support workers in agricultural and livestock activities","9113","4digit",799.0,"Support workers in agricultural and livestock activities"
602,"Trabajadores de apoyo en actividades forestales, pesca y caza","Support workers in forest, fishing and hunting activities","Trabajadores de apoyo en actividades forestales, pesca y caza","Support workers in forest, fishing and hunting activities","912","3digit",798.0,"Support workers in forest, fishing and hunting activities"
603,"Trabajadores de apoyo en actividades silvícolas y forestales","Support workers in forestry and forest activities","Trabajadores de apoyo en actividades silvícolas y forestales","Support workers in forestry and forest activities","9121","4digit",803.0,"Support workers in forestry and forest activities"
604,"Trabajadores de apoyo en actividades de acuicultura y pesca","Support workers in aquaculture and fishing activities","Trabajadores de apoyo en actividades de acuicultura y pesca","Support workers in aquaculture and fishing activities","9122","4digit",803.0,"Support workers in aquaculture and fishing activities"
605,"Trabajadores de apoyo en actividades de caza y captura","Support workers in hunting and capture activities","Trabajadores de apoyo en actividades de caza y captura","Support workers in hunting and capture activities","9123","4digit",803.0,"Support workers in hunting and capture activities"
606,"Recolectores de leña y acarreadores de agua","Wood collectors and water carriers","Recolectores de leña y acarreadores de agua","Wood collectors and water carriers","9124","4digit",803.0,"Wood collectors and water carriers"
607,"Trabajadores de apoyo en la minería, construcción e industria","Support workers in mining, construction and industry","Trabajadores de apoyo en la minería, construcción e industria","Support workers in mining, construction and industry","92","2digit",797.0,"Support workers in mining, construction and industry"
608,"Trabajadores de apoyo en la minería y extracción","Support workers in mining and extraction","Trabajadores de apoyo en la minería y extracción","Support workers in mining and extraction","921","3digit",808.0,"Support workers in mining and extraction"
609,"Trabajadores de apoyo en la minería","Support workers in mining","Trabajadores de apoyo en la minería","Support workers in mining","9211","4digit",809.0,"Support workers in mining"
610,"Trabajadores de apoyo en la extracción","Support workers in extraction","Trabajadores de apoyo en la extracción","Support workers in extraction","9212","4digit",809.0,"Support workers in extraction"
611,"Trabajadores de apoyo en la construcción y la plomería","Support workers in construction and plumber","Trabajadores de apoyo en la construcción y la plomería","Support workers in construction and plumber","922","3digit",808.0,"Support workers in construction and plumber"
612,"Trabajadores de apoyo en la construcción","Support workers in construction","Trabajadores de apoyo en la construcción","Support workers in construction","9221","4digit",812.0,"Support workers in construction"
613,"Trabajadores de apoyo en plomería e instalación de tuberías","Support workers in plumber and piping installation","Trabajadores de apoyo en plomería e instalación de tuberías","Support workers in plumber and piping installation","9222","4digit",812.0,"Support workers in plumber and piping installation"
614,"Trabajadores de apoyo en la industria","Support workers in industry","Trabajadores de apoyo en la industria","Support workers in industry","923","3digit",808.0,"Support workers in industry"
615,"Trabajadores de apoyo en la elaboración, reparación y mantenimiento mecánico de equipos, maquinaria y productos de metal y de precisión","Support workers in the manufacture, repair and mechanical maintenance of equipments, machinery and metal and precision products","Trabajadores de apoyo en la elaboración, reparación y mantenimiento mecánico de equipos, maquinaria y productos de metal y de precisión","Workers in the maintenance of machinery & precision products","9231","4digit",815.0,"Support workers in the manufacture, repair and mechanical maintenance of equipments, machinery and metal and precision products"
616,"Trabajadores de apoyo en la industria eléctrica, electrónica y comunicaciones","Support workers in the electric, electronic and communication industry","Trabajadores de apoyo en la industria eléctrica, electrónica y comunicaciones","Workers in the electric, electronic & communication industry","9232","4digit",815.0,"Support workers in the electric, electronic and communication industry"
617,"Trabajadores de apoyo en la industria química, petroquímica y plásticos","Support workers in the chemical, oil-chemical and plastic industry","Trabajadores de apoyo en la industria química, petroquímica y plásticos","Workers in the chemical, oil-chemical and plastic industry","9233","4digit",815.0,"Support workers in the chemical, oil-chemical and plastic industry"
618,"Trabajadores de apoyo en la industria de la madera, papel y cartón","Support workers in the wood, paper and carton industry","Trabajadores de apoyo en la industria de la madera, papel y cartón","Support workers in the wood, paper and carton industry","9234","4digit",815.0,"Support workers in the wood, paper and carton industry"
619,"Trabajadores de apoyo en la industria textil y del zapato","Support workers in the textile and shoe industry","Trabajadores de apoyo en la industria textil y del zapato","Support workers in the textile and shoe industry","9235","4digit",815.0,"Support workers in the textile and shoe industry"
620,"Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco","Support workers in the food, beverages and tobacco products industry","Trabajadores de apoyo en la industria de alimentos, bebidas y productos de tabaco","Workers in the food, beverages and tobacco products industry","9236","4digit",815.0,"Support workers in the food, beverages and tobacco products industry"
621,"Trabajadores de apoyo en la industria de la cerámica, vidrio y similares","Support workers in the ceramic and glass industry and similar","Trabajadores de apoyo en la industria de la cerámica, vidrio y similares","Workers in the ceramic and glass industry and similar","9237","4digit",815.0,"Support workers in the ceramic and glass industry and similar"
622,"Trabajadores de apoyo en la industria, no clasificados anteriormente","Support workers in industry not included above","Trabajadores de apoyo en la industria, no clasificados anteriormente","Support workers in industry not included above","9239","4digit",815.0,"Support workers in industry not included above"
623,"Ayudantes de conductores de transporte, conductores de transporte de tracción humana y animal y cargadores","Auxiliaries of transport drivers, human and animal traction transport and loaders","Ayudantes de conductores de transporte, conductores de transporte de tracción humana y animal y cargadores","Transport drivers, human & animal traction transport","93","2digit",797.0,"Auxiliaries of transport drivers, human and animal traction transport and loaders"
624,"Ayudantes de conductores de transporte","Auxiliaries of transport drivers","Ayudantes de conductores de transporte","Auxiliaries of transport drivers","931","3digit",829.0,"Auxiliaries of transport drivers"
625,"Ayudantes de conductores de transporte terrestre con motor","Auxiliaries of drivers for ground transport with engine","Ayudantes de conductores de transporte terrestre con motor","Auxiliaries of drivers for ground transport with engine","9311","4digit",831.0,"Auxiliaries of drivers for ground transport with engine"
626,"Ayudantes de conductores de transporte en vías férreas","Auxiliaries of transport operators for railway","Ayudantes de conductores de transporte en vías férreas","Auxiliaries of transport operators for railway","9312","4digit",831.0,"Auxiliaries of transport operators for railway"
627,"Conductores de transporte en bicicleta y animal","Drivers for bicycle and animal transport","Conductores de transporte en bicicleta y animal","Drivers for bicycle and animal transport","932","3digit",829.0,"Drivers for bicycle and animal transport"
628,"Conductores de vehículos de transporte en bicicleta","Drivers for bicycle transport vehicles","Conductores de vehículos de transporte en bicicleta","Drivers for bicycle transport vehicles","9321","4digit",834.0,"Drivers for bicycle transport vehicles"
629,"Conductores de transporte de tracción animal (carretas, arrieros, etcétera)","Drivers for animal traction transport (carriages, muleteer, etc.)","Conductores de transporte de tracción animal (carretas, arrieros, etcétera)","Drivers for animal traction transport (carriages)","9322","4digit",834.0,"Drivers for animal traction transport (carriages, muleteer, etc.)"
630,"Cargadores","Loaders","Cargadores","Loaders","933","3digit",829.0,"Loaders"
